Country,Year,Subject Area,Percentage
Zimbabwe,2019,Decision Sciences,1.79
Zimbabwe,2020,Decision Sciences,2.41
Zimbabwe,2021,Decision Sciences,1.12
Zimbabwe,2022,Decision Sciences,0.98
Zimbabwe,2023,Decision Sciences,1.67
Zimbabwe,2024,Decision Sciences,1.03
Afghanistan,2018,Dentistry,0.0
Afghanistan,2019,Dentistry,0.0
Afghanistan,2020,Dentistry,0.0
Afghanistan,2021,Dentistry,0.67
Afghanistan,2022,Dentistry,0.26
Afghanistan,2023,Dentistry,0.68
Afghanistan,2024,Dentistry,0.88
Albania,2018,Dentistry,2.47
Albania,2019,Dentistry,1.67
Albania,2020,Dentistry,1.2
Albania,2021,Dentistry,1.28
Albania,2022,Dentistry,1.15
Albania,2023,Dentistry,1.04
Albania,2024,Dentistry,1.38
Algeria,2018,Dentistry,0.09
Algeria,2019,Dentistry,0.04
Algeria,2020,Dentistry,0.13
Algeria,2021,Dentistry,0.03
Algeria,2022,Dentistry,0.19
Algeria,2023,Dentistry,0.4
Algeria,2024,Dentistry,0.4
Angola,2018,Dentistry,0.0
Angola,2019,Dentistry,0.0
Angola,2020,Dentistry,0.0
Angola,2021,Dentistry,0.0
Angola,2022,Dentistry,0.22
Angola,2023,Dentistry,0.82
Angola,2024,Dentistry,0.86
Argentina,2018,Dentistry,0.48
Argentina,2019,Dentistry,0.34
Argentina,2020,Dentistry,0.52
Argentina,2021,Dentistry,0.54
Argentina,2022,Dentistry,0.72
Argentina,2023,Dentistry,0.45
Argentina,2024,Dentistry,0.51
Armenia,2018,Dentistry,0.16
Armenia,2019,Dentistry,0.13
Armenia,2020,Dentistry,0.24
Armenia,2021,Dentistry,0.23
Armenia,2022,Dentistry,1.04
Armenia,2023,Dentistry,1.73
Armenia,2024,Dentistry,1.88
Aruba,2018,Dentistry,0.0
Aruba,2019,Dentistry,0.0
Aruba,2020,Dentistry,0.0
Aruba,2021,Dentistry,0.0
Aruba,2022,Dentistry,0.0
Aruba,2023,Dentistry,0.0
Aruba,2024,Dentistry,0.0
Australia,2018,Dentistry,33.48
Australia,2019,Dentistry,32.74
Australia,2020,Dentistry,100.0
Australia,2021,Dentistry,100.0
Australia,2022,Dentistry,100.0
Australia,2023,Dentistry,39.14
Australia,2024,Dentistry,37.31
Austria,2018,Dentistry,1.59
Austria,2019,Dentistry,1.3
Austria,2020,Dentistry,2.16
Austria,2021,Dentistry,2.22
Austria,2022,Dentistry,1.86
Austria,2023,Dentistry,2.37
Austria,2024,Dentistry,2.35
Azerbaijan,2018,Dentistry,0.16
Azerbaijan,2019,Dentistry,0.15
Azerbaijan,2020,Dentistry,0.18
Azerbaijan,2021,Dentistry,0.03
Azerbaijan,2022,Dentistry,0.14
Azerbaijan,2023,Dentistry,0.02
Azerbaijan,2024,Dentistry,0.16
Bahrain,2018,Dentistry,0.22
Bahrain,2019,Dentistry,0.15
Bahrain,2020,Dentistry,0.44
Bahrain,2021,Dentistry,0.22
Bahrain,2022,Dentistry,0.13
Bahrain,2023,Dentistry,0.21
Bahrain,2024,Dentistry,0.07
Bangladesh,2018,Dentistry,0.01
Bangladesh,2019,Dentistry,0.04
Bangladesh,2020,Dentistry,0.11
Bangladesh,2021,Dentistry,0.27
Bangladesh,2022,Dentistry,0.27
Bangladesh,2023,Dentistry,0.57
Bangladesh,2024,Dentistry,0.43
Belarus,2018,Dentistry,0.06
Belarus,2019,Dentistry,0.04
Belarus,2020,Dentistry,0.06
Belarus,2021,Dentistry,0.11
Belarus,2022,Dentistry,0.04
Belarus,2023,Dentistry,0.06
Belarus,2024,Dentistry,0.05
Belgium,2018,Dentistry,6.57
Belgium,2019,Dentistry,5.64
Belgium,2020,Dentistry,5.89
Belgium,2021,Dentistry,3.9
Belgium,2022,Dentistry,4.5
Belgium,2023,Dentistry,5.24
Belgium,2024,Dentistry,5.02
Belize,2018,Dentistry,1.75
Belize,2019,Dentistry,1.18
Belize,2020,Dentistry,2.59
Belize,2021,Dentistry,4.24
Belize,2022,Dentistry,0.0
Belize,2023,Dentistry,0.0
Belize,2024,Dentistry,0.85
Benin,2018,Dentistry,0.11
Benin,2019,Dentistry,0.0
Benin,2020,Dentistry,0.0
Benin,2021,Dentistry,0.0
Benin,2022,Dentistry,0.0
Benin,2023,Dentistry,0.0
Benin,2024,Dentistry,0.0
Bhutan,2018,Dentistry,0.0
Bhutan,2019,Dentistry,0.0
Bhutan,2020,Dentistry,0.26
Bhutan,2021,Dentistry,0.84
Bhutan,2022,Dentistry,0.59
Bhutan,2023,Dentistry,0.46
Bhutan,2024,Dentistry,0.25
Bolivia,2018,Dentistry,0.3
Bolivia,2019,Dentistry,0.13
Bolivia,2020,Dentistry,0.0
Bolivia,2021,Dentistry,0.4
Bolivia,2022,Dentistry,0.19
Bolivia,2023,Dentistry,0.0
Bolivia,2024,Dentistry,0.51
Bosnia and Herzegovina,2018,Dentistry,0.31
Bosnia and Herzegovina,2019,Dentistry,0.27
Bosnia and Herzegovina,2020,Dentistry,0.19
Bosnia and Herzegovina,2021,Dentistry,0.41
Bosnia and Herzegovina,2022,Dentistry,0.36
Bosnia and Herzegovina,2023,Dentistry,0.46
Bosnia and Herzegovina,2024,Dentistry,0.49
Botswana,2018,Dentistry,0.06
Botswana,2019,Dentistry,0.0
Botswana,2020,Dentistry,0.0
Botswana,2021,Dentistry,0.0
Botswana,2022,Dentistry,0.0
Botswana,2023,Dentistry,0.05
Botswana,2024,Dentistry,0.1
Brazil,2018,Dentistry,
Brazil,2019,Dentistry,
Brazil,2020,Dentistry,0.0
Brazil,2021,Dentistry,
Brazil,2022,Dentistry,
Brazil,2023,Dentistry,
Brazil,2024,Dentistry,
Brunei Darussalam,2018,Dentistry,0.1
Brunei Darussalam,2019,Dentistry,0.09
Brunei Darussalam,2020,Dentistry,0.2
Brunei Darussalam,2021,Dentistry,0.0
Brunei Darussalam,2022,Dentistry,0.23
Brunei Darussalam,2023,Dentistry,0.28
Brunei Darussalam,2024,Dentistry,0.08
Bulgaria,2018,Dentistry,0.74
Bulgaria,2019,Dentistry,0.64
Bulgaria,2020,Dentistry,0.45
Bulgaria,2021,Dentistry,0.56
Bulgaria,2022,Dentistry,0.43
Bulgaria,2023,Dentistry,1.31
Bulgaria,2024,Dentistry,1.09
Burkina Faso,2018,Dentistry,0.64
Burkina Faso,2019,Dentistry,0.29
Burkina Faso,2020,Dentistry,0.13
Burkina Faso,2021,Dentistry,0.12
Burkina Faso,2022,Dentistry,0.29
Burkina Faso,2023,Dentistry,0.05
Burkina Faso,2024,Dentistry,0.06
Burundi,2018,Dentistry,0.0
Burundi,2019,Dentistry,0.0
Burundi,2020,Dentistry,0.0
Burundi,2021,Dentistry,0.0
Burundi,2022,Dentistry,0.0
Burundi,2023,Dentistry,0.0
Burundi,2024,Dentistry,0.0
Cambodia,2018,Dentistry,0.7
Cambodia,2019,Dentistry,0.46
Cambodia,2020,Dentistry,1.38
Cambodia,2021,Dentistry,4.91
Cambodia,2022,Dentistry,2.18
Cambodia,2023,Dentistry,1.5
Cambodia,2024,Dentistry,2.28
Cameroon,2018,Dentistry,0.03
Cameroon,2019,Dentistry,0.03
Cameroon,2020,Dentistry,0.02
Cameroon,2021,Dentistry,0.04
Cameroon,2022,Dentistry,0.04
Cameroon,2023,Dentistry,0.09
Cameroon,2024,Dentistry,0.07
Canada,2018,Dentistry,28.23
Canada,2019,Dentistry,29.1
Canada,2020,Dentistry,30.74
Canada,2021,Dentistry,100.0
Canada,2022,Dentistry,32.58
Canada,2023,Dentistry,36.93
Canada,2024,Dentistry,42.61
Cape Verde,2018,Dentistry,0.0
Cape Verde,2019,Dentistry,0.0
Cape Verde,2020,Dentistry,0.0
Cape Verde,2021,Dentistry,0.0
Cape Verde,2022,Dentistry,0.0
Cape Verde,2023,Dentistry,0.0
Cape Verde,2024,Dentistry,0.0
Central African Republic,2018,Dentistry,0.0
Central African Republic,2019,Dentistry,0.0
Central African Republic,2020,Dentistry,0.0
Central African Republic,2021,Dentistry,0.0
Central African Republic,2022,Dentistry,0.0
Central African Republic,2023,Dentistry,0.0
Central African Republic,2024,Dentistry,0.0
Chad,2018,Dentistry,0.0
Chad,2019,Dentistry,0.0
Chad,2020,Dentistry,0.0
Chad,2021,Dentistry,0.0
Chad,2022,Dentistry,0.0
Chad,2023,Dentistry,0.0
Chad,2024,Dentistry,0.0
Chile,2018,Dentistry,2.66
Chile,2019,Dentistry,1.78
Chile,2020,Dentistry,2.47
Chile,2021,Dentistry,2.3
Chile,2022,Dentistry,2.47
Chile,2023,Dentistry,2.03
Chile,2024,Dentistry,2.6
China,2018,Dentistry,100.0
China,2019,Dentistry,0.0
China,2020,Dentistry,
China,2021,Dentistry,
China,2022,Dentistry,
China,2023,Dentistry,
China,2024,Dentistry,
Colombia,2018,Dentistry,0.92
Colombia,2019,Dentistry,1.25
Colombia,2020,Dentistry,1.34
Colombia,2021,Dentistry,1.36
Colombia,2022,Dentistry,1.32
Colombia,2023,Dentistry,1.42
Colombia,2024,Dentistry,1.48
Congo,2018,Dentistry,0.18
Congo,2019,Dentistry,0.32
Congo,2020,Dentistry,0.12
Congo,2021,Dentistry,0.05
Congo,2022,Dentistry,0.19
Congo,2023,Dentistry,0.19
Congo,2024,Dentistry,0.29
Costa Rica,2018,Dentistry,0.53
Costa Rica,2019,Dentistry,0.97
Costa Rica,2020,Dentistry,0.69
Costa Rica,2021,Dentistry,0.88
Costa Rica,2022,Dentistry,0.88
Costa Rica,2023,Dentistry,0.76
Costa Rica,2024,Dentistry,1.25
Cote d'Ivoire,2018,Dentistry,0.56
Cote d'Ivoire,2019,Dentistry,0.54
Cote d'Ivoire,2020,Dentistry,0.27
Cote d'Ivoire,2021,Dentistry,0.21
Cote d'Ivoire,2022,Dentistry,0.41
Cote d'Ivoire,2023,Dentistry,0.11
Cote d'Ivoire,2024,Dentistry,0.0
Croatia,2018,Dentistry,0.7
Croatia,2019,Dentistry,0.71
Croatia,2020,Dentistry,0.79
Croatia,2021,Dentistry,0.9
Croatia,2022,Dentistry,0.8
Croatia,2023,Dentistry,0.97
Croatia,2024,Dentistry,1.02
Cuba,2018,Dentistry,0.65
Cuba,2019,Dentistry,5.97
Cuba,2020,Dentistry,3.94
Cuba,2021,Dentistry,4.2
Cuba,2022,Dentistry,2.55
Cuba,2023,Dentistry,2.32
Cuba,2024,Dentistry,0.77
Cyprus,2018,Dentistry,0.12
Cyprus,2019,Dentistry,0.25
Cyprus,2020,Dentistry,0.31
Cyprus,2021,Dentistry,0.33
Cyprus,2022,Dentistry,0.29
Cyprus,2023,Dentistry,0.5
Cyprus,2024,Dentistry,0.65
Czech Republic,2018,Dentistry,0.61
Czech Republic,2019,Dentistry,0.38
Czech Republic,2020,Dentistry,0.57
Czech Republic,2021,Dentistry,0.71
Czech Republic,2022,Dentistry,0.6
Czech Republic,2023,Dentistry,0.56
Czech Republic,2024,Dentistry,1.17
Democratic Republic Congo,2018,Dentistry,0.0
Democratic Republic Congo,2019,Dentistry,0.39
Democratic Republic Congo,2020,Dentistry,0.11
Democratic Republic Congo,2021,Dentistry,0.0
Democratic Republic Congo,2022,Dentistry,0.33
Democratic Republic Congo,2023,Dentistry,0.22
Democratic Republic Congo,2024,Dentistry,0.24
Denmark,2018,Dentistry,2.39
Denmark,2019,Dentistry,2.7
Denmark,2020,Dentistry,2.59
Denmark,2021,Dentistry,2.78
Denmark,2022,Dentistry,2.62
Denmark,2023,Dentistry,4.67
Denmark,2024,Dentistry,3.74
Dominican Republic,2018,Dentistry,1.78
Dominican Republic,2019,Dentistry,1.75
Dominican Republic,2020,Dentistry,1.02
Dominican Republic,2021,Dentistry,1.94
Dominican Republic,2022,Dentistry,1.11
Dominican Republic,2023,Dentistry,1.35
Dominican Republic,2024,Dentistry,1.11
Ecuador,2018,Dentistry,0.12
Ecuador,2019,Dentistry,0.39
Ecuador,2020,Dentistry,0.28
Ecuador,2021,Dentistry,0.41
Ecuador,2022,Dentistry,0.5
Ecuador,2023,Dentistry,0.74
Ecuador,2024,Dentistry,0.85
Egypt,2018,Dentistry,4.64
Egypt,2019,Dentistry,5.46
Egypt,2020,Dentistry,11.14
Egypt,2021,Dentistry,9.85
Egypt,2022,Dentistry,12.24
Egypt,2023,Dentistry,13.76
Egypt,2024,Dentistry,17.86
El Salvador,2018,Dentistry,0.0
El Salvador,2019,Dentistry,0.57
El Salvador,2020,Dentistry,0.0
El Salvador,2021,Dentistry,0.89
El Salvador,2022,Dentistry,0.8
El Salvador,2023,Dentistry,0.64
El Salvador,2024,Dentistry,1.82
Eritrea,2018,Dentistry,0.0
Eritrea,2019,Dentistry,0.0
Eritrea,2020,Dentistry,0.78
Eritrea,2021,Dentistry,0.0
Eritrea,2022,Dentistry,0.0
Eritrea,2023,Dentistry,0.0
Eritrea,2024,Dentistry,0.0
Estonia,2018,Dentistry,0.11
Estonia,2019,Dentistry,0.13
Estonia,2020,Dentistry,0.08
Estonia,2021,Dentistry,0.05
Estonia,2022,Dentistry,0.07
Estonia,2023,Dentistry,0.08
Estonia,2024,Dentistry,0.11
Ethiopia,2018,Dentistry,0.19
Ethiopia,2019,Dentistry,0.07
Ethiopia,2020,Dentistry,0.11
Ethiopia,2021,Dentistry,0.15
Ethiopia,2022,Dentistry,0.29
Ethiopia,2023,Dentistry,0.15
Ethiopia,2024,Dentistry,0.16
Federated States of Micronesia,2018,Dentistry,0.0
Federated States of Micronesia,2019,Dentistry,0.0
Federated States of Micronesia,2020,Dentistry,0.0
Federated States of Micronesia,2021,Dentistry,3.23
Federated States of Micronesia,2022,Dentistry,0.0
Federated States of Micronesia,2023,Dentistry,0.0
Federated States of Micronesia,2024,Dentistry,0.0
Fiji,2018,Dentistry,0.39
Fiji,2019,Dentistry,0.12
Fiji,2020,Dentistry,0.09
Fiji,2021,Dentistry,0.27
Fiji,2022,Dentistry,0.35
Fiji,2023,Dentistry,0.18
Fiji,2024,Dentistry,0.23
Finland,2018,Dentistry,2.26
Finland,2019,Dentistry,2.26
Finland,2020,Dentistry,2.01
Finland,2021,Dentistry,2.57
Finland,2022,Dentistry,1.91
Finland,2023,Dentistry,2.91
Finland,2024,Dentistry,2.85
France,2018,Dentistry,29.39
France,2019,Dentistry,29.93
France,2020,Dentistry,31.67
France,2021,Dentistry,28.57
France,2022,Dentistry,27.8
France,2023,Dentistry,26.76
France,2024,Dentistry,35.98
French Guiana,2018,Dentistry,0.0
French Guiana,2019,Dentistry,0.0
French Guiana,2020,Dentistry,0.0
French Guiana,2021,Dentistry,0.0
French Guiana,2022,Dentistry,0.0
French Guiana,2023,Dentistry,0.0
French Guiana,2024,Dentistry,0.0
Gabon,2018,Dentistry,0.0
Gabon,2019,Dentistry,0.0
Gabon,2020,Dentistry,0.0
Gabon,2021,Dentistry,0.0
Gabon,2022,Dentistry,0.29
Gabon,2023,Dentistry,0.57
Gabon,2024,Dentistry,0.0
Gambia,2018,Dentistry,0.4
Gambia,2019,Dentistry,0.0
Gambia,2020,Dentistry,0.0
Gambia,2021,Dentistry,0.0
Gambia,2022,Dentistry,0.0
Gambia,2023,Dentistry,0.0
Gambia,2024,Dentistry,0.0
Georgia,2018,Dentistry,0.1
Georgia,2019,Dentistry,0.13
Georgia,2020,Dentistry,0.26
Georgia,2021,Dentistry,0.47
Georgia,2022,Dentistry,0.47
Georgia,2023,Dentistry,0.33
Georgia,2024,Dentistry,0.34
Germany,2018,Dentistry,99.89
Germany,2019,Dentistry,99.88
Germany,2020,Dentistry,100.0
Germany,2021,Dentistry,100.0
Germany,2022,Dentistry,100.0
Germany,2023,Dentistry,100.0
Germany,2024,Dentistry,100.0
Ghana,2018,Dentistry,0.08
Ghana,2019,Dentistry,0.11
Ghana,2020,Dentistry,0.08
Ghana,2021,Dentistry,0.22
Ghana,2022,Dentistry,0.16
Ghana,2023,Dentistry,0.19
Ghana,2024,Dentistry,0.13
Greece,2018,Dentistry,2.51
Greece,2019,Dentistry,1.81
Greece,2020,Dentistry,1.61
Greece,2021,Dentistry,2.33
Greece,2022,Dentistry,2.83
Greece,2023,Dentistry,3.05
Greece,2024,Dentistry,4.08
Guatemala,2018,Dentistry,2.16
Guatemala,2019,Dentistry,0.54
Guatemala,2020,Dentistry,1.69
Guatemala,2021,Dentistry,1.58
Guatemala,2022,Dentistry,0.82
Guatemala,2023,Dentistry,1.0
Guatemala,2024,Dentistry,1.12
Guinea,2018,Dentistry,0.0
Guinea,2019,Dentistry,0.0
Guinea,2020,Dentistry,0.12
Guinea,2021,Dentistry,0.11
Guinea,2022,Dentistry,0.52
Guinea,2023,Dentistry,0.1
Guinea,2024,Dentistry,0.11
Guinea-Bissau,2018,Dentistry,0.0
Guinea-Bissau,2019,Dentistry,0.0
Guinea-Bissau,2020,Dentistry,0.0
Guinea-Bissau,2021,Dentistry,0.0
Guinea-Bissau,2022,Dentistry,1.74
Guinea-Bissau,2023,Dentistry,1.01
Guinea-Bissau,2024,Dentistry,0.0
Guyana,2018,Dentistry,0.0
Guyana,2019,Dentistry,0.65
Guyana,2020,Dentistry,0.0
Guyana,2021,Dentistry,1.11
Guyana,2022,Dentistry,0.5
Guyana,2023,Dentistry,0.42
Guyana,2024,Dentistry,0.66
Haiti,2018,Dentistry,0.64
Haiti,2019,Dentistry,0.0
Haiti,2020,Dentistry,0.0
Haiti,2021,Dentistry,0.84
Haiti,2022,Dentistry,0.0
Haiti,2023,Dentistry,0.0
Haiti,2024,Dentistry,0.0
Honduras,2018,Dentistry,0.0
Honduras,2019,Dentistry,0.0
Honduras,2020,Dentistry,0.0
Honduras,2021,Dentistry,0.32
Honduras,2022,Dentistry,0.11
Honduras,2023,Dentistry,0.0
Honduras,2024,Dentistry,0.25
Hong Kong,2018,Dentistry,2.64
Hong Kong,2019,Dentistry,2.8
Hong Kong,2020,Dentistry,2.51
Hong Kong,2021,Dentistry,2.35
Hong Kong,2022,Dentistry,2.36
Hong Kong,2023,Dentistry,3.14
Hong Kong,2024,Dentistry,3.03
Hungary,2018,Dentistry,0.5
Hungary,2019,Dentistry,0.67
Hungary,2020,Dentistry,0.6
Hungary,2021,Dentistry,0.81
Hungary,2022,Dentistry,0.69
Hungary,2023,Dentistry,1.32
Hungary,2024,Dentistry,1.74
Iceland,2018,Dentistry,0.49
Iceland,2019,Dentistry,0.15
Iceland,2020,Dentistry,0.2
Iceland,2021,Dentistry,0.13
Iceland,2022,Dentistry,0.12
Iceland,2023,Dentistry,0.18
Iceland,2024,Dentistry,0.13
India,2018,Dentistry,0.0
India,2019,Dentistry,0.0
India,2020,Dentistry,
India,2022,Dentistry,
India,2023,Dentistry,
India,2024,Dentistry,
Indonesia,2018,Dentistry,7.66
Indonesia,2019,Dentistry,12.41
Indonesia,2020,Dentistry,14.9
Indonesia,2021,Dentistry,8.78
Indonesia,2022,Dentistry,8.35
Indonesia,2023,Dentistry,16.4
Indonesia,2024,Dentistry,11.54
Iran,2018,Dentistry,10.84
Iran,2019,Dentistry,20.39
Iran,2020,Dentistry,16.97
Iran,2021,Dentistry,24.56
Iran,2022,Dentistry,35.16
Iran,2023,Dentistry,37.04
Iran,2024,Dentistry,36.65
Iraq,2018,Dentistry,1.1
Iraq,2019,Dentistry,2.21
Iraq,2020,Dentistry,2.53
Iraq,2021,Dentistry,2.7
Iraq,2022,Dentistry,3.79
Iraq,2023,Dentistry,6.09
Iraq,2024,Dentistry,5.65
Ireland,2018,Dentistry,0.92
Ireland,2019,Dentistry,1.04
Ireland,2020,Dentistry,1.22
Ireland,2021,Dentistry,1.09
Ireland,2022,Dentistry,1.06
Ireland,2023,Dentistry,1.4
Ireland,2024,Dentistry,2.31
Israel,2018,Dentistry,1.89
Israel,2019,Dentistry,1.79
Israel,2020,Dentistry,1.91
Israel,2021,Dentistry,2.71
Israel,2022,Dentistry,2.61
Israel,2023,Dentistry,2.16
Israel,2024,Dentistry,2.3
Italy,2018,Dentistry,99.89
Italy,2019,Dentistry,100.0
Italy,2020,Dentistry,
Italy,2021,Dentistry,100.0
Italy,2022,Dentistry,100.0
Italy,2023,Dentistry,
Italy,2024,Dentistry,
Jamaica,2018,Dentistry,0.45
Jamaica,2019,Dentistry,0.94
Jamaica,2020,Dentistry,0.91
Jamaica,2021,Dentistry,1.13
Jamaica,2022,Dentistry,0.33
Jamaica,2023,Dentistry,0.92
Jamaica,2024,Dentistry,1.54
Japan,2018,Dentistry,0.0
Japan,2019,Dentistry,56.87
Japan,2020,Dentistry,0.0
Japan,2021,Dentistry,0.0
Japan,2022,Dentistry,0.0
Japan,2023,Dentistry,53.09
Japan,2024,Dentistry,0.0
Jordan,2018,Dentistry,1.12
Jordan,2019,Dentistry,1.29
Jordan,2020,Dentistry,1.26
Jordan,2021,Dentistry,1.17
Jordan,2022,Dentistry,1.03
Jordan,2023,Dentistry,0.96
Jordan,2024,Dentistry,1.48
Kazakhstan,2018,Dentistry,0.01
Kazakhstan,2019,Dentistry,0.01
Kazakhstan,2020,Dentistry,0.02
Kazakhstan,2021,Dentistry,0.06
Kazakhstan,2022,Dentistry,0.06
Kazakhstan,2023,Dentistry,0.09
Kazakhstan,2024,Dentistry,0.19
Kenya,2018,Dentistry,0.07
Kenya,2019,Dentistry,0.06
Kenya,2020,Dentistry,0.17
Kenya,2021,Dentistry,0.2
Kenya,2022,Dentistry,0.14
Kenya,2023,Dentistry,0.2
Kenya,2024,Dentistry,0.18
Kuwait,2018,Dentistry,0.93
Kuwait,2019,Dentistry,0.89
Kuwait,2020,Dentistry,0.58
Kuwait,2021,Dentistry,0.73
Kuwait,2022,Dentistry,0.66
Kuwait,2023,Dentistry,0.72
Kuwait,2024,Dentistry,0.7
Kyrgyzstan,2018,Dentistry,0.0
Kyrgyzstan,2019,Dentistry,0.12
Kyrgyzstan,2020,Dentistry,0.09
Kyrgyzstan,2021,Dentistry,0.0
Kyrgyzstan,2022,Dentistry,0.0
Kyrgyzstan,2023,Dentistry,0.11
Kyrgyzstan,2024,Dentistry,0.11
Laos,2018,Dentistry,0.94
Laos,2019,Dentistry,0.16
Laos,2020,Dentistry,0.0
Laos,2021,Dentistry,0.16
Laos,2022,Dentistry,0.16
Laos,2024,Dentistry,1.82
Latvia,2018,Dentistry,0.1
Latvia,2019,Dentistry,0.02
Latvia,2020,Dentistry,0.12
Latvia,2021,Dentistry,0.06
Latvia,2022,Dentistry,0.18
Latvia,2023,Dentistry,0.23
Latvia,2024,Dentistry,0.47
Lebanon,2018,Dentistry,1.25
Lebanon,2019,Dentistry,1.11
Lebanon,2020,Dentistry,1.11
Lebanon,2021,Dentistry,1.45
Lebanon,2022,Dentistry,0.92
Lebanon,2023,Dentistry,1.34
Lebanon,2024,Dentistry,1.05
Liberia,2018,Dentistry,0.0
Liberia,2019,Dentistry,0.0
Liberia,2020,Dentistry,0.0
Liberia,2021,Dentistry,0.0
Liberia,2022,Dentistry,0.0
Liberia,2023,Dentistry,0.0
Liberia,2024,Dentistry,0.0
Libya,2018,Dentistry,0.94
Libya,2019,Dentistry,0.91
Libya,2020,Dentistry,1.93
Libya,2021,Dentistry,0.73
Libya,2022,Dentistry,0.94
Libya,2023,Dentistry,1.04
Libya,2024,Dentistry,1.42
Lithuania,2018,Dentistry,0.41
Lithuania,2019,Dentistry,0.23
Lithuania,2020,Dentistry,0.36
Lithuania,2021,Dentistry,0.31
Lithuania,2022,Dentistry,0.34
Lithuania,2023,Dentistry,0.5
Lithuania,2024,Dentistry,0.6
Luxembourg,2018,Dentistry,0.0
Luxembourg,2019,Dentistry,0.04
Luxembourg,2020,Dentistry,0.04
Luxembourg,2021,Dentistry,0.09
Luxembourg,2022,Dentistry,0.1
Luxembourg,2023,Dentistry,0.08
Luxembourg,2024,Dentistry,0.04
Macao,2018,Dentistry,0.0
Macao,2019,Dentistry,0.0
Macao,2020,Dentistry,0.02
Macao,2021,Dentistry,0.0
Macao,2022,Dentistry,0.04
Macao,2023,Dentistry,0.04
Macao,2024,Dentistry,0.03
Madagascar,2018,Dentistry,0.0
Madagascar,2019,Dentistry,0.17
Madagascar,2020,Dentistry,0.0
Madagascar,2021,Dentistry,0.0
Madagascar,2022,Dentistry,0.07
Madagascar,2023,Dentistry,0.0
Madagascar,2024,Dentistry,0.0
Malawi,2018,Dentistry,0.07
Malawi,2019,Dentistry,0.07
Malawi,2020,Dentistry,0.0
Malawi,2021,Dentistry,0.0
Malawi,2022,Dentistry,0.0
Malawi,2023,Dentistry,0.0
Malawi,2024,Dentistry,0.05
Malaysia,2018,Dentistry,5.61
Malaysia,2019,Dentistry,7.46
Malaysia,2020,Dentistry,11.3
Malaysia,2021,Dentistry,14.12
Malaysia,2022,Dentistry,9.28
Malaysia,2023,Dentistry,13.4
Malaysia,2024,Dentistry,7.7
Maldives,2018,Dentistry,0.0
Maldives,2019,Dentistry,0.0
Maldives,2020,Dentistry,0.0
Maldives,2021,Dentistry,0.0
Maldives,2022,Dentistry,0.0
Maldives,2023,Dentistry,0.39
Maldives,2024,Dentistry,0.67
Mali,2018,Dentistry,0.73
Mali,2019,Dentistry,0.15
Mali,2020,Dentistry,0.0
Mali,2021,Dentistry,0.13
Mali,2022,Dentistry,0.23
Mali,2023,Dentistry,0.0
Mali,2024,Dentistry,0.0
Malta,2018,Dentistry,0.66
Malta,2019,Dentistry,0.27
Malta,2020,Dentistry,0.64
Malta,2021,Dentistry,0.41
Malta,2022,Dentistry,0.63
Malta,2023,Dentistry,0.21
Malta,2024,Dentistry,0.45
Mauritania,2018,Dentistry,0.0
Mauritania,2019,Dentistry,0.0
Mauritania,2020,Dentistry,0.0
Mauritania,2021,Dentistry,0.0
Mauritania,2022,Dentistry,0.0
Mauritania,2023,Dentistry,0.78
Mauritania,2024,Dentistry,0.41
Mauritius,2018,Dentistry,0.0
Mauritius,2019,Dentistry,0.0
Mauritius,2020,Dentistry,0.2
Mauritius,2021,Dentistry,0.0
Mauritius,2022,Dentistry,0.15
Mauritius,2023,Dentistry,0.0
Mauritius,2024,Dentistry,0.21
Mexico,2018,Dentistry,1.63
Mexico,2019,Dentistry,1.77
Mexico,2020,Dentistry,1.81
Mexico,2021,Dentistry,1.4
Mexico,2022,Dentistry,1.87
Mexico,2023,Dentistry,2.2
Mexico,2024,Dentistry,2.21
Moldova,2018,Dentistry,0.1
Moldova,2019,Dentistry,0.17
Moldova,2020,Dentistry,0.3
Moldova,2021,Dentistry,0.46
Moldova,2022,Dentistry,0.49
Moldova,2023,Dentistry,0.34
Moldova,2024,Dentistry,0.35
Monaco,2018,Dentistry,0.0
Monaco,2019,Dentistry,0.0
Monaco,2020,Dentistry,0.0
Monaco,2021,Dentistry,0.0
Monaco,2022,Dentistry,0.0
Monaco,2023,Dentistry,0.0
Monaco,2024,Dentistry,0.49
Mongolia,2018,Dentistry,0.11
Mongolia,2019,Dentistry,0.27
Mongolia,2020,Dentistry,0.32
Mongolia,2021,Dentistry,0.19
Mongolia,2022,Dentistry,0.26
Mongolia,2023,Dentistry,0.17
Mongolia,2024,Dentistry,0.38
Montenegro,2018,Dentistry,0.0
Montenegro,2019,Dentistry,0.0
Montenegro,2020,Dentistry,0.0
Montenegro,2021,Dentistry,0.0
Montenegro,2022,Dentistry,0.0
Montenegro,2023,Dentistry,0.0
Montenegro,2024,Dentistry,0.09
Morocco,2018,Dentistry,0.45
Morocco,2019,Dentistry,0.24
Morocco,2020,Dentistry,0.15
Morocco,2021,Dentistry,0.38
Morocco,2023,Dentistry,0.32
Morocco,2024,Dentistry,0.45
Mozambique,2018,Dentistry,0.23
Mozambique,2019,Dentistry,0.11
Mozambique,2020,Dentistry,0.0
Mozambique,2021,Dentistry,0.07
Mozambique,2022,Dentistry,0.07
Mozambique,2023,Dentistry,0.07
Mozambique,2024,Dentistry,0.24
