Subject,Identifier,EID,Title,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Country,Year
ENVI,SCOPUS_ID:85079618294,2-s2.0-85079618294,Innovative Eco Biofilter/Membrane Bioreactor (MBR) Technology for Community Wastewater Recycling,IOP Conference Series: Earth and Environmental Science,2020-01-16T00:00:00.000Z,10.1088/1755-1315/427/1/012011,4,Thailand,2020
ENVI,SCOPUS_ID:85079641411,2-s2.0-85079641411,The economic impact of IUU-fishing and its countermeasures on small scale fishermen in Thailand: A case study of Baan Khan Kradai,IOP Conference Series: Earth and Environmental Science,2020-01-29T00:00:00.000Z,10.1088/1755-1315/416/1/012019,3,Thailand,2020
ENVI,SCOPUS_ID:85079644463,2-s2.0-85079644463,Transcriptome analysis identifies immune-related genes and antimicrobial peptides in Siamese fighting fish (Betta splendens),Fish and Shellfish Immunology,2020-04-01T00:00:00.000Z,10.1016/j.fsi.2020.02.030,27,Thailand,2020
ENVI,SCOPUS_ID:85079855225,2-s2.0-85079855225,Solvent-based washing as a treatment alternative for onshore petroleum drill cuttings in Thailand,Science of the Total Environment,2020-05-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137384,18,Thailand,2020
ENVI,SCOPUS_ID:85080035304,2-s2.0-85080035304,"The effect of bioaugmentation with Exiguobacterium sp. AO-11 on crude oil removal and the bacterial community in sediment microcosms, and the development of a liquid ready-to-use inoculum",Chemosphere,2020-07-01T00:00:00.000Z,10.1016/j.chemosphere.2020.126303,13,Thailand,2020
ENVI,SCOPUS_ID:85080091737,2-s2.0-85080091737,"Selective adsorption mechanisms of pharmaceuticals on benzene-1,4-dicarboxylic acid-based MOFs: Effects of a flexible framework, adsorptive interactions and the DFT study",Science of the Total Environment,2020-06-10T00:00:00.000Z,10.1016/j.scitotenv.2020.137449,49,Thailand,2020
ENVI,SCOPUS_ID:85080877503,2-s2.0-85080877503,Waste biomass valorization through production of xylose-based porous carbon microspheres for supercapacitor applications,Waste Management,2020-03-15T00:00:00.000Z,10.1016/j.wasman.2020.02.042,37,China,2020
ENVI,SCOPUS_ID:85080877503,2-s2.0-85080877503,Waste biomass valorization through production of xylose-based porous carbon microspheres for supercapacitor applications,Waste Management,2020-03-15T00:00:00.000Z,10.1016/j.wasman.2020.02.042,37,Japan,2020
ENVI,SCOPUS_ID:85080877503,2-s2.0-85080877503,Waste biomass valorization through production of xylose-based porous carbon microspheres for supercapacitor applications,Waste Management,2020-03-15T00:00:00.000Z,10.1016/j.wasman.2020.02.042,37,Thailand,2020
ENVI,SCOPUS_ID:85080964813,2-s2.0-85080964813,Reducing vulnerability to desertification by using the spatial measures in a degraded area in Thailand,Land,2020-02-01T00:00:00.000Z,10.3390/land9020049,14,Thailand,2020
ENVI,SCOPUS_ID:85080993398,2-s2.0-85080993398,"Food waste in Bangkok: Current situation, trends and key challenges","Resources, Conservation and Recycling",2020-06-01T00:00:00.000Z,10.1016/j.resconrec.2020.104779,31,Japan,2020
ENVI,SCOPUS_ID:85080993398,2-s2.0-85080993398,"Food waste in Bangkok: Current situation, trends and key challenges","Resources, Conservation and Recycling",2020-06-01T00:00:00.000Z,10.1016/j.resconrec.2020.104779,31,Thailand,2020
ENVI,SCOPUS_ID:85081379568,2-s2.0-85081379568,A Well-Defined Core–Shell-Structured Capsule Catalyst for Direct Conversion of CO2 into Liquefied Petroleum Gas,ChemSusChem,2020-04-21T00:00:00.000Z,10.1002/cssc.201903576,17,Japan,2020
ENVI,SCOPUS_ID:85081379568,2-s2.0-85081379568,A Well-Defined Core–Shell-Structured Capsule Catalyst for Direct Conversion of CO2 into Liquefied Petroleum Gas,ChemSusChem,2020-04-21T00:00:00.000Z,10.1002/cssc.201903576,17,Thailand,2020
ENVI,SCOPUS_ID:85081573245,2-s2.0-85081573245,Economic Analysis of Swine Farm Management for the Enhancement of Biogas Production and Energy Efficiency,Waste and Biomass Valorization,2020-10-01T00:00:00.000Z,10.1007/s12649-020-00989-4,5,Thailand,2020
ENVI,SCOPUS_ID:85081577016,2-s2.0-85081577016,Optimization of biogas production from codigestion of waste activated sludge and modified tapioca starch sludge,International Journal of GEOMATE,2020-01-01T00:00:00.000Z,10.21660/2020.67.9356,2,Thailand,2020
ENVI,SCOPUS_ID:85082108744,2-s2.0-85082108744,Application of molecular techniques in biohydrogen production as a clean fuel,Science of the Total Environment,2020-06-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137795,30,China,2020
ENVI,SCOPUS_ID:85082108744,2-s2.0-85082108744,Application of molecular techniques in biohydrogen production as a clean fuel,Science of the Total Environment,2020-06-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137795,30,India,2020
ENVI,SCOPUS_ID:85082108744,2-s2.0-85082108744,Application of molecular techniques in biohydrogen production as a clean fuel,Science of the Total Environment,2020-06-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137795,30,Norway,2020
ENVI,SCOPUS_ID:85082108744,2-s2.0-85082108744,Application of molecular techniques in biohydrogen production as a clean fuel,Science of the Total Environment,2020-06-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137795,30,South Korea,2020
ENVI,SCOPUS_ID:85082108744,2-s2.0-85082108744,Application of molecular techniques in biohydrogen production as a clean fuel,Science of the Total Environment,2020-06-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137795,30,Thailand,2020
ENVI,SCOPUS_ID:85082108744,2-s2.0-85082108744,Application of molecular techniques in biohydrogen production as a clean fuel,Science of the Total Environment,2020-06-20T00:00:00.000Z,10.1016/j.scitotenv.2020.137795,30,Viet Nam,2020
ENVI,SCOPUS_ID:85082549235,2-s2.0-85082549235,High methanogenic activity of a three-stage UASB in relation to the granular sludge formation,Science of the Total Environment,2020-07-01T00:00:00.000Z,10.1016/j.scitotenv.2020.138145,15,Thailand,2020
ENVI,SCOPUS_ID:85082752380,2-s2.0-85082752380,Fabrication of alloy foam-supported solid oxide electrolysis cell (SOEC) for hydrogen production,E3S Web of Conferences,2020-03-09T00:00:00.000Z,10.1051/e3sconf/202015501002,0,Thailand,2020
ENVI,SCOPUS_ID:85082762755,2-s2.0-85082762755,Effect of impurity on thermally self-sustained double reactor coupling hydrogen production from glycerol reforming and methanol production from carbon dioxide and hydrogen,E3S Web of Conferences,2020-03-09T00:00:00.000Z,10.1051/e3sconf/202015501004,0,Thailand,2020
ENVI,SCOPUS_ID:85082780212,2-s2.0-85082780212,Contact mixing patterns and population movement among migrant workers in an urban setting in Thailand,International Journal of Environmental Research and Public Health,2020-04-01T00:00:00.000Z,10.3390/ijerph17072237,1,Thailand,2020
ENVI,SCOPUS_ID:85082780212,2-s2.0-85082780212,Contact mixing patterns and population movement among migrant workers in an urban setting in Thailand,International Journal of Environmental Research and Public Health,2020-04-01T00:00:00.000Z,10.3390/ijerph17072237,1,United Kingdom,2020
ENVI,SCOPUS_ID:85082859512,2-s2.0-85082859512,Multi Response Optimization of Bioactive Starch Foam Composite Using Taguchi’s Method and Grey Relational Analysis,Journal of Polymers and the Environment,2020-05-01T00:00:00.000Z,10.1007/s10924-020-01706-x,7,Thailand,2020
ENVI,SCOPUS_ID:85082859512,2-s2.0-85082859512,Multi Response Optimization of Bioactive Starch Foam Composite Using Taguchi’s Method and Grey Relational Analysis,Journal of Polymers and the Environment,2020-05-01T00:00:00.000Z,10.1007/s10924-020-01706-x,7,United States,2020
ENVI,SCOPUS_ID:85083008651,2-s2.0-85083008651,Synthesis of reusable biobased nano-catalyst from waste sugarcane bagasse for biodiesel production,Environmental Technology and Innovation,2020-05-01T00:00:00.000Z,10.1016/j.eti.2020.100788,30,Malaysia,2020
ENVI,SCOPUS_ID:85083008651,2-s2.0-85083008651,Synthesis of reusable biobased nano-catalyst from waste sugarcane bagasse for biodiesel production,Environmental Technology and Innovation,2020-05-01T00:00:00.000Z,10.1016/j.eti.2020.100788,30,Saudi Arabia,2020
ENVI,SCOPUS_ID:85083008651,2-s2.0-85083008651,Synthesis of reusable biobased nano-catalyst from waste sugarcane bagasse for biodiesel production,Environmental Technology and Innovation,2020-05-01T00:00:00.000Z,10.1016/j.eti.2020.100788,30,Thailand,2020
ENVI,SCOPUS_ID:85083008651,2-s2.0-85083008651,Synthesis of reusable biobased nano-catalyst from waste sugarcane bagasse for biodiesel production,Environmental Technology and Innovation,2020-05-01T00:00:00.000Z,10.1016/j.eti.2020.100788,30,Tunisia,2020
ENVI,SCOPUS_ID:85083186457,2-s2.0-85083186457,"Rapid assessment checklist for green roof ecosystem services in Bangkok, Thailand",Ecological Processes,2020-12-01T00:00:00.000Z,10.1186/s13717-020-00222-z,9,South Korea,2020
ENVI,SCOPUS_ID:85083186457,2-s2.0-85083186457,"Rapid assessment checklist for green roof ecosystem services in Bangkok, Thailand",Ecological Processes,2020-12-01T00:00:00.000Z,10.1186/s13717-020-00222-z,9,Thailand,2020
ENVI,SCOPUS_ID:85083423122,2-s2.0-85083423122,Efficiency of zinc ions (II) adsorption using activated carbon from palm kernel shell,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012069,2,Thailand,2020
ENVI,SCOPUS_ID:85083433000,2-s2.0-85083433000,Crucial factors in shaping strategies for Thai energy business in the dynamic era,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012176,1,Thailand,2020
ENVI,SCOPUS_ID:85083437738,2-s2.0-85083437738,PM10 concentration forecast using modified depth-first search and supervised learning neural network,Science of the Total Environment,2020-07-20T00:00:00.000Z,10.1016/j.scitotenv.2020.138507,17,Thailand,2020
ENVI,SCOPUS_ID:85083443556,2-s2.0-85083443556,Comparative customer economics on different financial options in support the adoption of residential rooftop photovoltaic in Thailand,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012145,2,Thailand,2020
ENVI,SCOPUS_ID:85083448477,2-s2.0-85083448477,Feasibility on development of kinetic-energy harvesting floors,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012107,4,Thailand,2020
ENVI,SCOPUS_ID:85083449347,2-s2.0-85083449347,Business model and market designs for solar prosumer on peer to peer energy trading in Thailand,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012127,8,Thailand,2020
ENVI,SCOPUS_ID:85083450936,2-s2.0-85083450936,"A systemic approach to integrated sustainable solid waste management through community engagement: A case study of Tan Deaw sub-district, Saraburi province",IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012167,2,Thailand,2020
ENVI,SCOPUS_ID:85083451555,2-s2.0-85083451555,"Enhanced oil recovery: Potential for oil production development in Fang oilfield, Thailand",IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012063,7,Thailand,2020
ENVI,SCOPUS_ID:85083454684,2-s2.0-85083454684,Fuel replacement: A possible option for Thailand energy security?,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012053,1,Thailand,2020
ENVI,SCOPUS_ID:85083457777,2-s2.0-85083457777,Performance of the prototype shaftless small scale horizontal wind turbine for electricity generating from industrial exhaust air system,IOP Conference Series: Earth and Environmental Science,2020-04-06T00:00:00.000Z,10.1088/1755-1315/463/1/012140,1,Thailand,2020
ENVI,SCOPUS_ID:85083656796,2-s2.0-85083656796,Role of Zeolite-Supported Nanoscale Zero-Valent Iron in Selenate Removal,"Water, Air, and Soil Pollution",2020-05-01T00:00:00.000Z,10.1007/s11270-020-04587-x,7,Thailand,2020
ENVI,SCOPUS_ID:85084239361,2-s2.0-85084239361,IR microspectroscopic identification of microplastics in municipal wastewater treatment plants,Environmental Science and Pollution Research,2020-05-01T00:00:00.000Z,10.1007/s11356-020-08265-7,51,Thailand,2020
ENVI,SCOPUS_ID:85084361137,2-s2.0-85084361137,Early childhood caries and its associated factors among 9-to 18-month old exclusively breastfed children in thailand: A cross-sectional study,International Journal of Environmental Research and Public Health,2020-05-01T00:00:00.000Z,10.3390/ijerph17093194,13,Hong Kong,2020
ENVI,SCOPUS_ID:85084361137,2-s2.0-85084361137,Early childhood caries and its associated factors among 9-to 18-month old exclusively breastfed children in thailand: A cross-sectional study,International Journal of Environmental Research and Public Health,2020-05-01T00:00:00.000Z,10.3390/ijerph17093194,13,Thailand,2020
ENVI,SCOPUS_ID:85084442361,2-s2.0-85084442361,Optimal multi-instrument management of interrelated resources and a groundwater dependent ecosystem,Journal of Environmental Management,2020-09-01T00:00:00.000Z,10.1016/j.jenvman.2020.110723,1,Thailand,2020
ENVI,SCOPUS_ID:85084442361,2-s2.0-85084442361,Optimal multi-instrument management of interrelated resources and a groundwater dependent ecosystem,Journal of Environmental Management,2020-09-01T00:00:00.000Z,10.1016/j.jenvman.2020.110723,1,United States,2020
ENVI,SCOPUS_ID:85084476233,2-s2.0-85084476233,Building Resilience to Climate Change in Informal Settlements,One Earth,2020-02-21T00:00:00.000Z,10.1016/j.oneear.2020.02.002,116,Argentina,2020
ENVI,SCOPUS_ID:85084476233,2-s2.0-85084476233,Building Resilience to Climate Change in Informal Settlements,One Earth,2020-02-21T00:00:00.000Z,10.1016/j.oneear.2020.02.002,116,India,2020
ENVI,SCOPUS_ID:85084476233,2-s2.0-85084476233,Building Resilience to Climate Change in Informal Settlements,One Earth,2020-02-21T00:00:00.000Z,10.1016/j.oneear.2020.02.002,116,Thailand,2020
ENVI,SCOPUS_ID:85084476233,2-s2.0-85084476233,Building Resilience to Climate Change in Informal Settlements,One Earth,2020-02-21T00:00:00.000Z,10.1016/j.oneear.2020.02.002,116,United Kingdom,2020
ENVI,SCOPUS_ID:85084476233,2-s2.0-85084476233,Building Resilience to Climate Change in Informal Settlements,One Earth,2020-02-21T00:00:00.000Z,10.1016/j.oneear.2020.02.002,116,United States,2020
ENVI,SCOPUS_ID:85084693672,2-s2.0-85084693672,Waste generation and management status in the fast-expanding Indian cities: A review,Journal of the Air and Waste Management Association,2020-05-03T00:00:00.000Z,10.1080/10962247.2020.1738285,28,Thailand,2020
ENVI,SCOPUS_ID:85085292251,2-s2.0-85085292251,Diesel-Contaminated Soil Washing by Mixed Nonionic Surfactant Emulsion and Seed Germination Test,"Water, Air, and Soil Pollution",2020-06-01T00:00:00.000Z,10.1007/s11270-020-04649-0,9,Thailand,2020
ENVI,SCOPUS_ID:85085376967,2-s2.0-85085376967,Driving factors and impact of land-use change in a fragile rainfed lowland rice-sugar palm cultural agroforestry system in southern Thailand,Sustainability Science,2020-09-01T00:00:00.000Z,10.1007/s11625-020-00819-5,6,France,2020
ENVI,SCOPUS_ID:85085376967,2-s2.0-85085376967,Driving factors and impact of land-use change in a fragile rainfed lowland rice-sugar palm cultural agroforestry system in southern Thailand,Sustainability Science,2020-09-01T00:00:00.000Z,10.1007/s11625-020-00819-5,6,Thailand,2020
ENVI,SCOPUS_ID:85085889871,2-s2.0-85085889871,Transient CO2 diffusion from vehicle cabin micro-environment in hot and humid climates,International Journal of Environmental Science and Development,2020-05-01T00:00:00.000Z,10.18178/IJESD.2020.11.5.1262,3,Thailand,2020
ENVI,SCOPUS_ID:85085925312,2-s2.0-85085925312,Performance of geosynthetic cementitious composite mat and vetiver on soil erosion control,Journal of Mountain Science,2020-06-01T00:00:00.000Z,10.1007/s11629-019-5926-5,14,Thailand,2020
ENVI,SCOPUS_ID:85086016803,2-s2.0-85086016803,Sustainable waste utilization for the petrochemical industry in thailand under circular economy principle: A case study,International Journal of Environmental Science and Development,2020-06-01T00:00:00.000Z,10.18178/ijesd.2020.11.6.1268,1,Thailand,2020
ENVI,SCOPUS_ID:85086020890,2-s2.0-85086020890,Geochemical characteristics of three hot springs from western Thailand,Applied Environmental Research,2020-01-01T00:00:00.000Z,10.35762/AER.2020.42.1.8,2,Thailand,2020
ENVI,SCOPUS_ID:85086023934,2-s2.0-85086023934,Combining biochar and zerovalent iron (BZVI) as a paddy field soil amendment for heavy cadmium (Cd) contamination decreases Cd but increases zinc and iron concentrations in rice grains: a field-scale evaluation,Process Safety and Environmental Protection,2020-09-01T00:00:00.000Z,10.1016/j.psep.2020.05.008,20,Thailand,2020
ENVI,SCOPUS_ID:85086044325,2-s2.0-85086044325,"Assessment of sustainable utilization of ecosystem services in different stages of mangrove forest restoration at klong khone sub-district, Samut Songkhram province, Thailand",Applied Environmental Research,2020-01-01T00:00:00.000Z,10.35762/AER.2020.42.1.4,1,South Korea,2020
ENVI,SCOPUS_ID:85086044325,2-s2.0-85086044325,"Assessment of sustainable utilization of ecosystem services in different stages of mangrove forest restoration at klong khone sub-district, Samut Songkhram province, Thailand",Applied Environmental Research,2020-01-01T00:00:00.000Z,10.35762/AER.2020.42.1.4,1,Thailand,2020
ENVI,SCOPUS_ID:85086116863,2-s2.0-85086116863,Discovery of carcinogenic liver fluke metacercariae in second intermediate hosts and surveillance on fish-borne trematode metacercariae infections in Mekong region of Myanmar,International Journal of Environmental Research and Public Health,2020-06-01T00:00:00.000Z,10.3390/ijerph17114108,8,Sweden,2020
ENVI,SCOPUS_ID:85086116863,2-s2.0-85086116863,Discovery of carcinogenic liver fluke metacercariae in second intermediate hosts and surveillance on fish-borne trematode metacercariae infections in Mekong region of Myanmar,International Journal of Environmental Research and Public Health,2020-06-01T00:00:00.000Z,10.3390/ijerph17114108,8,Thailand,2020
ENVI,SCOPUS_ID:85086333316,2-s2.0-85086333316,"Spatial and temporal variation of groundwater recharge in shallow aquifer in the Thepkasattri of Phuket, Thailand",Journal of Groundwater Science and Engineering,2020-01-01T00:00:00.000Z,10.19637/j.cnki.2305-7068.2020.01.002,5,Eritrea,2020
ENVI,SCOPUS_ID:85086333316,2-s2.0-85086333316,"Spatial and temporal variation of groundwater recharge in shallow aquifer in the Thepkasattri of Phuket, Thailand",Journal of Groundwater Science and Engineering,2020-01-01T00:00:00.000Z,10.19637/j.cnki.2305-7068.2020.01.002,5,Thailand,2020
ENVI,SCOPUS_ID:85086369711,2-s2.0-85086369711,"Partitioning growing season water balance within a forested boreal catchment using sap flux, eddy covariance, and a process-based model",Hydrology and Earth System Sciences,2020-06-08T00:00:00.000Z,10.5194/hess-24-2999-2020,16,Finland,2020
ENVI,SCOPUS_ID:85086369711,2-s2.0-85086369711,"Partitioning growing season water balance within a forested boreal catchment using sap flux, eddy covariance, and a process-based model",Hydrology and Earth System Sciences,2020-06-08T00:00:00.000Z,10.5194/hess-24-2999-2020,16,Sweden,2020
ENVI,SCOPUS_ID:85086369711,2-s2.0-85086369711,"Partitioning growing season water balance within a forested boreal catchment using sap flux, eddy covariance, and a process-based model",Hydrology and Earth System Sciences,2020-06-08T00:00:00.000Z,10.5194/hess-24-2999-2020,16,Thailand,2020
ENVI,SCOPUS_ID:85086369711,2-s2.0-85086369711,"Partitioning growing season water balance within a forested boreal catchment using sap flux, eddy covariance, and a process-based model",Hydrology and Earth System Sciences,2020-06-08T00:00:00.000Z,10.5194/hess-24-2999-2020,16,United States,2020
ENVI,SCOPUS_ID:85086372110,2-s2.0-85086372110,Importance of discriminative measurement for radon isotopes and its utilization in the environment and lessons learned from using the RADUET monitor,International Journal of Environmental Research and Public Health,2020-06-01T00:00:00.000Z,10.3390/ijerph17114141,13,Japan,2020
ENVI,SCOPUS_ID:85086372110,2-s2.0-85086372110,Importance of discriminative measurement for radon isotopes and its utilization in the environment and lessons learned from using the RADUET monitor,International Journal of Environmental Research and Public Health,2020-06-01T00:00:00.000Z,10.3390/ijerph17114141,13,Thailand,2020
ENVI,SCOPUS_ID:85086510165,2-s2.0-85086510165,Photosynthetic microorganisms (Algae) mediated bioelectricity generation in microbial fuel cell: Concise review,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.100959,47,India,2020
ENVI,SCOPUS_ID:85086510165,2-s2.0-85086510165,Photosynthetic microorganisms (Algae) mediated bioelectricity generation in microbial fuel cell: Concise review,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.100959,47,Malaysia,2020
ENVI,SCOPUS_ID:85086510165,2-s2.0-85086510165,Photosynthetic microorganisms (Algae) mediated bioelectricity generation in microbial fuel cell: Concise review,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.100959,47,Thailand,2020
ENVI,SCOPUS_ID:85086510165,2-s2.0-85086510165,Photosynthetic microorganisms (Algae) mediated bioelectricity generation in microbial fuel cell: Concise review,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.100959,47,United States,2020
ENVI,SCOPUS_ID:85086510165,2-s2.0-85086510165,Photosynthetic microorganisms (Algae) mediated bioelectricity generation in microbial fuel cell: Concise review,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.100959,47,Viet Nam,2020
ENVI,SCOPUS_ID:85086724053,2-s2.0-85086724053,Optimization of Cadmium and Zinc Removal from Contaminated Soil by Surfactants Using Mixture Design and Central Composite Rotatable Design,"Water, Air, and Soil Pollution",2020-07-01T00:00:00.000Z,10.1007/s11270-020-04704-w,6,Thailand,2020
ENVI,SCOPUS_ID:85086825263,2-s2.0-85086825263,Late Holocene hydroclimatic variation in central Asia and its response to mid-latitude Westerlies and solar irradiance,Quaternary Science Reviews,2020-06-15T00:00:00.000Z,10.1016/j.quascirev.2020.106330,35,China,2020
ENVI,SCOPUS_ID:85086825263,2-s2.0-85086825263,Late Holocene hydroclimatic variation in central Asia and its response to mid-latitude Westerlies and solar irradiance,Quaternary Science Reviews,2020-06-15T00:00:00.000Z,10.1016/j.quascirev.2020.106330,35,Thailand,2020
ENVI,SCOPUS_ID:85086825371,2-s2.0-85086825371,Time marker of 137Cs fallout maximum in lake sediments of Northwest China,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106413,41,China,2020
ENVI,SCOPUS_ID:85086825371,2-s2.0-85086825371,Time marker of 137Cs fallout maximum in lake sediments of Northwest China,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106413,41,Thailand,2020
ENVI,SCOPUS_ID:85086992998,2-s2.0-85086992998,Hydroclimate variability of western Thailand during the last 1400 years,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106423,6,China,2020
ENVI,SCOPUS_ID:85086992998,2-s2.0-85086992998,Hydroclimate variability of western Thailand during the last 1400 years,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106423,6,Germany,2020
ENVI,SCOPUS_ID:85086992998,2-s2.0-85086992998,Hydroclimate variability of western Thailand during the last 1400 years,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106423,6,Singapore,2020
ENVI,SCOPUS_ID:85086992998,2-s2.0-85086992998,Hydroclimate variability of western Thailand during the last 1400 years,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106423,6,Taiwan,2020
ENVI,SCOPUS_ID:85086992998,2-s2.0-85086992998,Hydroclimate variability of western Thailand during the last 1400 years,Quaternary Science Reviews,2020-08-01T00:00:00.000Z,10.1016/j.quascirev.2020.106423,6,Thailand,2020
ENVI,SCOPUS_ID:85087001686,2-s2.0-85087001686,"E-waste dismantling community toward circular economy with ineffective hazardous waste management: a case study in buriram province, thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_12,0,Thailand,2020
ENVI,SCOPUS_ID:85087004495,2-s2.0-85087004495,"Spatial distribution of pm10 and PM2.5 in Ambient Air at E-waste Dismantling Community in Buriram, Thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_33,0,Thailand,2020
ENVI,SCOPUS_ID:85087009554,2-s2.0-85087009554,"Spatial variation of heavy metals contamination in soil at e-waste dismantling site, buriram province, thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_30,0,Thailand,2020
ENVI,SCOPUS_ID:85087013708,2-s2.0-85087013708,"Heavy metal contamination of surface water and groundwater from the waste electrical and electronic equipment (weee) recycling area in buriram, thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_9,0,Thailand,2020
ENVI,SCOPUS_ID:85087019896,2-s2.0-85087019896,"Material flow analysis of crt monitor, electric fan and refrigerator through the primitive e-waste dismantling in buriram province, thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_8,2,Thailand,2020
ENVI,SCOPUS_ID:85087032419,2-s2.0-85087032419,"Blood lead and cadmium levels of e-waste dismantling workers, buriram province, thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_34,2,Thailand,2020
ENVI,SCOPUS_ID:85087033561,2-s2.0-85087033561,"Geographic information system and integrated spatial analysis on area selection for weee collection site at buriram province, thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_19,1,Thailand,2020
ENVI,SCOPUS_ID:85087040700,2-s2.0-85087040700,"Spatial and temporal variations of pm2.5 in the Vicinity of Expressways in Bangkok, Thailand",Environmental Science and Engineering,2020-01-01T00:00:00.000Z,10.1007/978-3-030-45263-6_18,0,Thailand,2020
ENVI,SCOPUS_ID:85087062351,2-s2.0-85087062351,Application of response surface method for Total organic carbon reduction in leachate treatment using Fenton process,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.101009,29,India,2020
ENVI,SCOPUS_ID:85087062351,2-s2.0-85087062351,Application of response surface method for Total organic carbon reduction in leachate treatment using Fenton process,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.101009,29,Malaysia,2020
ENVI,SCOPUS_ID:85087062351,2-s2.0-85087062351,Application of response surface method for Total organic carbon reduction in leachate treatment using Fenton process,Environmental Technology and Innovation,2020-08-01T00:00:00.000Z,10.1016/j.eti.2020.101009,29,Thailand,2020
ENVI,SCOPUS_ID:85087299181,2-s2.0-85087299181,"Assessment and source identification of As and Cd contamination in soil and plants in the vicinity of the Nui Phao Mine, Vietnam",Environmental Geochemistry and Health,2020-12-01T00:00:00.000Z,10.1007/s10653-020-00631-1,9,Malaysia,2020
ENVI,SCOPUS_ID:85087299181,2-s2.0-85087299181,"Assessment and source identification of As and Cd contamination in soil and plants in the vicinity of the Nui Phao Mine, Vietnam",Environmental Geochemistry and Health,2020-12-01T00:00:00.000Z,10.1007/s10653-020-00631-1,9,South Korea,2020
ENVI,SCOPUS_ID:85087299181,2-s2.0-85087299181,"Assessment and source identification of As and Cd contamination in soil and plants in the vicinity of the Nui Phao Mine, Vietnam",Environmental Geochemistry and Health,2020-12-01T00:00:00.000Z,10.1007/s10653-020-00631-1,9,Thailand,2020
ENVI,SCOPUS_ID:85087299181,2-s2.0-85087299181,"Assessment and source identification of As and Cd contamination in soil and plants in the vicinity of the Nui Phao Mine, Vietnam",Environmental Geochemistry and Health,2020-12-01T00:00:00.000Z,10.1007/s10653-020-00631-1,9,Viet Nam,2020
ENVI,SCOPUS_ID:85087364284,2-s2.0-85087364284,Enrichment and characterization of bacterial consortia for degrading 2-mercaptobenzothiazole in rubber industrial wastewater,Journal of Hazardous Materials,2020-12-05T00:00:00.000Z,10.1016/j.jhazmat.2020.123291,10,Thailand,2020
ENVI,SCOPUS_ID:85087810405,2-s2.0-85087810405,"Evaluation of health status of the striped catfish Pangasianodon hypophthalmus (Sauvage, 1878) from Khlong Saen Saep, Thailand: The use of integrated biomarkers",Human and Ecological Risk Assessment,2020-01-01T00:00:00.000Z,10.1080/10807039.2020.1789839,4,Thailand,2020
