AGRI,SCOPUS_ID:85049217501,2-s2.0-85049217501,Omega-3 fatty acids and meloxicam supplementation and the incidence and histopathological changes associated with femoral head syndrome in broilers,Animal Production Science,2019-01-01T00:00:00.000Z,10.1071/AN17713,1,Thailand,2019
CHEM,SCOPUS_ID:85058859158,2-s2.0-85058859158,A pH optical and fluorescent sensor based on rhodamine modified on activated cellulose paper,Journal of the Chinese Chemical Society,2019-05-01T00:00:00.000Z,10.1002/jccs.201800327,12,Thailand,2019
CHEM,SCOPUS_ID:85058947277,2-s2.0-85058947277,Development of an active polylactic acid (PLA) packaging film by adding bleached bagasse carboxymethyl cellulose (CMC B ) for mango storage life extension,Packaging Technology and Science,2019-02-01T00:00:00.000Z,10.1002/pts.2420,20,Thailand,2019
CHEM,SCOPUS_ID:85059065712,2-s2.0-85059065712,Synergistic strippants of Pd (II) ions in the presence of chloride medium from wastewater of electroless plating process via solvating system: Kinetics and thermodynamics study,Separation Science and Technology (Philadelphia),2019-11-22T00:00:00.000Z,10.1080/01496395.2018.1556296,7,Thailand,2019
CHEM,SCOPUS_ID:85059194056,2-s2.0-85059194056,Sulfonation of dialdehyde cellulose extracted from sugarcane bagasse for synergistically enhanced water solubility,Carbohydrate Polymers,2019-03-15T00:00:00.000Z,10.1016/j.carbpol.2018.12.080,45,Thailand,2019
CHEM,SCOPUS_ID:85059194056,2-s2.0-85059194056,Sulfonation of dialdehyde cellulose extracted from sugarcane bagasse for synergistically enhanced water solubility,Carbohydrate Polymers,2019-03-15T00:00:00.000Z,10.1016/j.carbpol.2018.12.080,45,United States,2019
CHEM,SCOPUS_ID:85059306760,2-s2.0-85059306760,Rendering polypropylene biocomposites antibacterial through modification with oyster shell powder,Polymer,2019-01-03T00:00:00.000Z,10.1016/j.polymer.2018.11.048,56,China,2019
CHEM,SCOPUS_ID:85059306760,2-s2.0-85059306760,Rendering polypropylene biocomposites antibacterial through modification with oyster shell powder,Polymer,2019-01-03T00:00:00.000Z,10.1016/j.polymer.2018.11.048,56,Taiwan,2019
CHEM,SCOPUS_ID:85059306760,2-s2.0-85059306760,Rendering polypropylene biocomposites antibacterial through modification with oyster shell powder,Polymer,2019-01-03T00:00:00.000Z,10.1016/j.polymer.2018.11.048,56,Thailand,2019
CHEM,SCOPUS_ID:85059339334,2-s2.0-85059339334,A theoretical study on the molecular encapsulation of luteolin and pinocembrin with various derivatized beta-cyclodextrins,Journal of Molecular Structure,2019-03-15T00:00:00.000Z,10.1016/j.molstruc.2018.12.025,27,Thailand,2019
CHEM,SCOPUS_ID:85059339334,2-s2.0-85059339334,A theoretical study on the molecular encapsulation of luteolin and pinocembrin with various derivatized beta-cyclodextrins,Journal of Molecular Structure,2019-03-15T00:00:00.000Z,10.1016/j.molstruc.2018.12.025,27,Viet Nam,2019
CHEM,SCOPUS_ID:85059494136,2-s2.0-85059494136,Mechanism of Cepharanthine Cytotoxicity in Human Ovarian Cancer Cells,Planta Medica,2019-01-01T00:00:00.000Z,10.1055/a-0706-7503,18,Thailand,2019
CHEM,SCOPUS_ID:85059501753,2-s2.0-85059501753,Effect of calcination temperature on mg-al layered double hydroxides (LDH) as promising catalysts in oxidative dehydrogenation of ethanol to acetaldehyde,Journal of Oleo Science,2019-01-01T00:00:00.000Z,10.5650/jos.ess18177,17,Thailand,2019
CHEM,SCOPUS_ID:85059805936,2-s2.0-85059805936,Comparative Study on the Mechanism of Photoinduced Electron Transfer from Tryptophan 168 to Excited Flavin in T169S and Wild-type Pyranose 2-Oxidase,ACS Omega,2019-01-09T00:00:00.000Z,10.1021/acsomega.8b02158,2,Japan,2019
CHEM,SCOPUS_ID:85059805936,2-s2.0-85059805936,Comparative Study on the Mechanism of Photoinduced Electron Transfer from Tryptophan 168 to Excited Flavin in T169S and Wild-type Pyranose 2-Oxidase,ACS Omega,2019-01-09T00:00:00.000Z,10.1021/acsomega.8b02158,2,Thailand,2019
CHEM,SCOPUS_ID:85059807736,2-s2.0-85059807736,"Solar-Wind-Bio Ecosystem for Biomass Cascade Utilization with Multigeneration of Formic Acid, Hydrogen, and Graphene",ACS Sustainable Chemistry and Engineering,2019-01-22T00:00:00.000Z,10.1021/acssuschemeng.8b05546,17,China,2019
CHEM,SCOPUS_ID:85059807736,2-s2.0-85059807736,"Solar-Wind-Bio Ecosystem for Biomass Cascade Utilization with Multigeneration of Formic Acid, Hydrogen, and Graphene",ACS Sustainable Chemistry and Engineering,2019-01-22T00:00:00.000Z,10.1021/acssuschemeng.8b05546,17,Thailand,2019
CHEM,SCOPUS_ID:85059807736,2-s2.0-85059807736,"Solar-Wind-Bio Ecosystem for Biomass Cascade Utilization with Multigeneration of Formic Acid, Hydrogen, and Graphene",ACS Sustainable Chemistry and Engineering,2019-01-22T00:00:00.000Z,10.1021/acssuschemeng.8b05546,17,United States,2019
CHEM,SCOPUS_ID:85059978855,2-s2.0-85059978855,Stabilisation of copper(i) polypyridyl complexes toward aerobic oxidation by zinc(ii) in combination with acetate anions: a facile approach and its application in ascorbic acid sensing in aqueous solution,Dalton Transactions,2019-01-01T00:00:00.000Z,10.1039/C8DT03580F,4,Thailand,2019
CHEM,SCOPUS_ID:85060147843,2-s2.0-85060147843,Cavity closure of 2-hydroxypropyl-β-cyclodextrin: Replica exchange molecular dynamics simulations,Polymers,2019-01-16T00:00:00.000Z,10.3390/polym11010145,13,Austria,2019
CHEM,SCOPUS_ID:85060147843,2-s2.0-85060147843,Cavity closure of 2-hydroxypropyl-β-cyclodextrin: Replica exchange molecular dynamics simulations,Polymers,2019-01-16T00:00:00.000Z,10.3390/polym11010145,13,Japan,2019
CHEM,SCOPUS_ID:85060147843,2-s2.0-85060147843,Cavity closure of 2-hydroxypropyl-β-cyclodextrin: Replica exchange molecular dynamics simulations,Polymers,2019-01-16T00:00:00.000Z,10.3390/polym11010145,13,Thailand,2019
CHEM,SCOPUS_ID:85060242952,2-s2.0-85060242952,"Direct Analysis of Synthetic Phenolic Antioxidants, and Fatty Acid Methyl Ester Stability in Biodiesel by Liquid Chromatography and High-Resolution Mass Spectrometry",Chromatographia,2019-01-17T00:00:00.000Z,10.1007/s10337-018-3681-3,8,Australia,2019
CHEM,SCOPUS_ID:85060242952,2-s2.0-85060242952,"Direct Analysis of Synthetic Phenolic Antioxidants, and Fatty Acid Methyl Ester Stability in Biodiesel by Liquid Chromatography and High-Resolution Mass Spectrometry",Chromatographia,2019-01-17T00:00:00.000Z,10.1007/s10337-018-3681-3,8,Brazil,2019
CHEM,SCOPUS_ID:85060242952,2-s2.0-85060242952,"Direct Analysis of Synthetic Phenolic Antioxidants, and Fatty Acid Methyl Ester Stability in Biodiesel by Liquid Chromatography and High-Resolution Mass Spectrometry",Chromatographia,2019-01-17T00:00:00.000Z,10.1007/s10337-018-3681-3,8,Saudi Arabia,2019
CHEM,SCOPUS_ID:85060242952,2-s2.0-85060242952,"Direct Analysis of Synthetic Phenolic Antioxidants, and Fatty Acid Methyl Ester Stability in Biodiesel by Liquid Chromatography and High-Resolution Mass Spectrometry",Chromatographia,2019-01-17T00:00:00.000Z,10.1007/s10337-018-3681-3,8,Thailand,2019
CHEM,SCOPUS_ID:85060288474,2-s2.0-85060288474,"Comparative studies on physicochemical properties, starch hydrolysis, predicted glycemic index of Hom Mali rice and Riceberry rice flour and their applications in bread",Food Chemistry,2019-06-15T00:00:00.000Z,10.1016/j.foodchem.2019.01.048,44,Thailand,2019
CHEM,SCOPUS_ID:85060517190,2-s2.0-85060517190,High anatase purity of nitrogen-doped TiO 2 nanorice particles for the photocatalytic treatment activity of pharmaceutical wastewater,Applied Surface Science,2019-06-01T00:00:00.000Z,10.1016/j.apsusc.2019.01.158,50,Thailand,2019
CHEM,SCOPUS_ID:85060534464,2-s2.0-85060534464,Gas chromatography–mass spectrometry of sapucainha oil (Carpotroche brasiliensis) triacylglycerols comprising straight chain and cyclic fatty acids,Analytical and Bioanalytical Chemistry,2019-03-01T00:00:00.000Z,10.1007/s00216-019-01579-7,11,Australia,2019
CHEM,SCOPUS_ID:85060534464,2-s2.0-85060534464,Gas chromatography–mass spectrometry of sapucainha oil (Carpotroche brasiliensis) triacylglycerols comprising straight chain and cyclic fatty acids,Analytical and Bioanalytical Chemistry,2019-03-01T00:00:00.000Z,10.1007/s00216-019-01579-7,11,Brazil,2019
CHEM,SCOPUS_ID:85060534464,2-s2.0-85060534464,Gas chromatography–mass spectrometry of sapucainha oil (Carpotroche brasiliensis) triacylglycerols comprising straight chain and cyclic fatty acids,Analytical and Bioanalytical Chemistry,2019-03-01T00:00:00.000Z,10.1007/s00216-019-01579-7,11,Thailand,2019
CHEM,SCOPUS_ID:85060536472,2-s2.0-85060536472,"Composites of poly(lactic acid)/poly(butylene adipate-co-terephthalate) blend with wood fiber and wollastonite: Physical properties, morphology, and biodegradability",Journal of Applied Polymer Science,2019-06-05T00:00:00.000Z,10.1002/app.47543,37,Thailand,2019
CHEM,SCOPUS_ID:85060612458,2-s2.0-85060612458,Performance comparison of different membrane reactors for combined methanol synthesis and biogas upgrading,Chemical Engineering and Processing - Process Intensification,2019-02-01T00:00:00.000Z,10.1016/j.cep.2019.01.009,10,Thailand,2019
CHEM,SCOPUS_ID:85060630516,2-s2.0-85060630516,"Poly(lactic acid)/ethylene vinyl acetate copolymer blend composites with wood flour and wollastonite: Physical properties, morphology, and biodegradability",Journal of Vinyl and Additive Technology,2019-11-01T00:00:00.000Z,10.1002/vnl.21697,11,Thailand,2019
CHEM,SCOPUS_ID:85060946893,2-s2.0-85060946893,An origami paper-based electrochemical immunoassay for the C-reactive protein using a screen-printed carbon electrode modified with graphene and gold nanoparticles,Microchimica Acta,2019-03-01T00:00:00.000Z,10.1007/s00604-019-3245-8,77,Thailand,2019
CHEM,SCOPUS_ID:85061010158,2-s2.0-85061010158,Janus electrochemistry: Simultaneous electrochemical detection at multiple working conditions in a paper-based analytical device,Analytica Chimica Acta,2019-05-16T00:00:00.000Z,10.1016/j.aca.2019.01.026,39,Japan,2019
CHEM,SCOPUS_ID:85061010158,2-s2.0-85061010158,Janus electrochemistry: Simultaneous electrochemical detection at multiple working conditions in a paper-based analytical device,Analytica Chimica Acta,2019-05-16T00:00:00.000Z,10.1016/j.aca.2019.01.026,39,Thailand,2019
CHEM,SCOPUS_ID:85061010158,2-s2.0-85061010158,Janus electrochemistry: Simultaneous electrochemical detection at multiple working conditions in a paper-based analytical device,Analytica Chimica Acta,2019-05-16T00:00:00.000Z,10.1016/j.aca.2019.01.026,39,United States,2019
CHEM,SCOPUS_ID:85061233117,2-s2.0-85061233117,Correction to: New Reactive Extraction Based Reclaiming Technique for Amines Used in Carbon Dioxide Capture Process from Industrial Flue Gases (Industrial and Engineering Chemistry Research (2016) 55 (5006-5018) DOI: 10.1021/acs.iecr.6b00035),Industrial and Engineering Chemistry Research,2019-02-13T00:00:00.000Z,10.1021/acs.iecr.9b00203,0,Canada,2019
CHEM,SCOPUS_ID:85061233117,2-s2.0-85061233117,Correction to: New Reactive Extraction Based Reclaiming Technique for Amines Used in Carbon Dioxide Capture Process from Industrial Flue Gases (Industrial and Engineering Chemistry Research (2016) 55 (5006-5018) DOI: 10.1021/acs.iecr.6b00035),Industrial and Engineering Chemistry Research,2019-02-13T00:00:00.000Z,10.1021/acs.iecr.9b00203,0,Thailand,2019
CHEM,SCOPUS_ID:85061369110,2-s2.0-85061369110,Computational fluid dynamics simulation of full breathing cycle for aerosol deposition in trachea: Effect of breathing frequency,Journal of the Taiwan Institute of Chemical Engineers,2019-04-01T00:00:00.000Z,10.1016/j.jtice.2019.02.005,10,Thailand,2019
CHEM,SCOPUS_ID:85061403716,2-s2.0-85061403716,In situ catalytic pyrolysis of Jatropha wastes using ZSM-5 from hydrothermal alkaline fusion of fly ash,Journal of Analytical and Applied Pyrolysis,2019-05-01T00:00:00.000Z,10.1016/j.jaap.2019.01.020,34,Thailand,2019
CHEM,SCOPUS_ID:85061626134,2-s2.0-85061626134,Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,Carbon,2019-05-01T00:00:00.000Z,10.1016/j.carbon.2019.01.088,32,Germany,2019
CHEM,SCOPUS_ID:85061626134,2-s2.0-85061626134,Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,Carbon,2019-05-01T00:00:00.000Z,10.1016/j.carbon.2019.01.088,32,Sweden,2019
CHEM,SCOPUS_ID:85061626134,2-s2.0-85061626134,Phase stabilities and vibrational analysis of hydrogenated diamondized bilayer graphenes: A first principles investigation,Carbon,2019-05-01T00:00:00.000Z,10.1016/j.carbon.2019.01.088,32,Thailand,2019
CHEM,SCOPUS_ID:85061835145,2-s2.0-85061835145,"Colorimetric N-butyl-3,6-diamidecarbazole-based chemosensors for detection of fluoride and cyanide anions",Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,2019-05-05T00:00:00.000Z,10.1016/j.saa.2019.02.081,11,Thailand,2019
CHEM,SCOPUS_ID:85061905539,2-s2.0-85061905539,"Interspecies differences in stability kinetics and plasma esterases involved in hydrolytic activation of curcumin diethyl disuccinate, a prodrug of curcumin",RSC Advances,2019-01-01T00:00:00.000Z,10.1039/C8RA08594C,19,Thailand,2019
CHEM,SCOPUS_ID:85061958954,2-s2.0-85061958954,Effect of alternan: versus chitosan on the biological properties of human mesenchymal stem cells,RSC Advances,2019-01-01T00:00:00.000Z,10.1039/c8ra10263e,11,Thailand,2019
CHEM,SCOPUS_ID:85061985306,2-s2.0-85061985306,"Veluflavanones A-P, cytotoxic geranylated flavanones from dalbergia velutina stems",Journal of Natural Products,2019-02-22T00:00:00.000Z,10.1021/acs.jnatprod.8b00688,7,Thailand,2019
CHEM,SCOPUS_ID:85062032116,2-s2.0-85062032116,Evaluation of dispersive liquid–liquid microextraction by coupling with green-based agarose gel-electromembrane extraction: An efficient method to the tandem extraction of basic drugs from biological fluids,Talanta,2019-07-01T00:00:00.000Z,10.1016/j.talanta.2019.02.078,38,Iran,2019
CHEM,SCOPUS_ID:85062032116,2-s2.0-85062032116,Evaluation of dispersive liquid–liquid microextraction by coupling with green-based agarose gel-electromembrane extraction: An efficient method to the tandem extraction of basic drugs from biological fluids,Talanta,2019-07-01T00:00:00.000Z,10.1016/j.talanta.2019.02.078,38,Slovakia,2019
CHEM,SCOPUS_ID:85062032116,2-s2.0-85062032116,Evaluation of dispersive liquid–liquid microextraction by coupling with green-based agarose gel-electromembrane extraction: An efficient method to the tandem extraction of basic drugs from biological fluids,Talanta,2019-07-01T00:00:00.000Z,10.1016/j.talanta.2019.02.078,38,Thailand,2019
CHEM,SCOPUS_ID:85062037316,2-s2.0-85062037316,Correction: Highly porous core-shell chitosan beads with superb immobilization efficiency for: Lactobacillus reuteri 121 inulosucrase and production of inulin-type fructooligosaccharides (RSC Advances (2018) 8 (17008-17016) DOI: 10.1039/C8RA02241K),RSC Advances,2019-01-01T00:00:00.000Z,10.1039/c9ra90009h,2,Thailand,2019
CHEM,SCOPUS_ID:85062040677,2-s2.0-85062040677,Pyrolysis of Millettia (Pongamia) pinnata waste for bio-oil production using a fly ash derived ZSM-5 catalyst,Journal of Analytical and Applied Pyrolysis,2019-05-01T00:00:00.000Z,10.1016/j.jaap.2019.02.012,15,Thailand,2019
CHEM,SCOPUS_ID:85062046983,2-s2.0-85062046983,Metal ion chemosensors based on diaza-18-crown-6 coupling with azobenzene dye,Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy,2019-05-15T00:00:00.000Z,10.1016/j.saa.2019.02.052,10,Thailand,2019
CHEM,SCOPUS_ID:85062058334,2-s2.0-85062058334,Optimization of Lignin Extraction from Pine Wood for Fast Pyrolysis by Using a γ-Valerolactone-Based Binary Solvent System,ACS Sustainable Chemistry and Engineering,2019-02-18T00:00:00.000Z,10.1021/acssuschemeng.8b05498,23,Switzerland,2019
CHEM,SCOPUS_ID:85062058334,2-s2.0-85062058334,Optimization of Lignin Extraction from Pine Wood for Fast Pyrolysis by Using a γ-Valerolactone-Based Binary Solvent System,ACS Sustainable Chemistry and Engineering,2019-02-18T00:00:00.000Z,10.1021/acssuschemeng.8b05498,23,Thailand,2019
CHEM,SCOPUS_ID:85062421147,2-s2.0-85062421147,Enhanced Levulinic Acid Production from Cellulose by Combined Brønsted Hydrothermal Carbon and Lewis Acid Catalysts,Industrial and Engineering Chemistry Research,2019-02-27T00:00:00.000Z,10.1021/acs.iecr.8b05332,28,Japan,2019
CHEM,SCOPUS_ID:85062421147,2-s2.0-85062421147,Enhanced Levulinic Acid Production from Cellulose by Combined Brønsted Hydrothermal Carbon and Lewis Acid Catalysts,Industrial and Engineering Chemistry Research,2019-02-27T00:00:00.000Z,10.1021/acs.iecr.8b05332,28,Thailand,2019
CHEM,SCOPUS_ID:85062430802,2-s2.0-85062430802,Optimization of synechococcus sp. VDW cultivation with artificially prepared shrimp wastewater for ammonium removal and its potential for use as a biofuel feedstock,Journal of Oleo Science,2019-01-01T00:00:00.000Z,10.5650/jos.ess18203,8,Thailand,2019
CHEM,SCOPUS_ID:85062474773,2-s2.0-85062474773,Facile synthesis of highly conductive PEDOT:PSS: Via surfactant templates,RSC Advances,2019-01-01T00:00:00.000Z,10.1039/c8ra08801b,59,Thailand,2019
CHEM,SCOPUS_ID:85062567569,2-s2.0-85062567569,Rapid Detection of the Antibiotic Sulfamethazine in Pig Body Fluids by Paper Spray Mass Spectrometry,Journal of Agricultural and Food Chemistry,2019-03-13T00:00:00.000Z,10.1021/acs.jafc.9b00500,21,Thailand,2019
CHEM,SCOPUS_ID:85062567569,2-s2.0-85062567569,Rapid Detection of the Antibiotic Sulfamethazine in Pig Body Fluids by Paper Spray Mass Spectrometry,Journal of Agricultural and Food Chemistry,2019-03-13T00:00:00.000Z,10.1021/acs.jafc.9b00500,21,United Kingdom,2019
CHEM,SCOPUS_ID:85062713411,2-s2.0-85062713411,Optical sensing platform for the colorimetric determination of silver nanoprisms and its application for hydrogen peroxide and glucose detections using a mobile device camera,Analytical Sciences,2019-01-01T00:00:00.000Z,10.2116/analsci.18P412,14,Japan,2019
CHEM,SCOPUS_ID:85062713411,2-s2.0-85062713411,Optical sensing platform for the colorimetric determination of silver nanoprisms and its application for hydrogen peroxide and glucose detections using a mobile device camera,Analytical Sciences,2019-01-01T00:00:00.000Z,10.2116/analsci.18P412,14,Thailand,2019
CHEM,SCOPUS_ID:85062772439,2-s2.0-85062772439,Potential of near infrared spectroscopy as a rapid method to detect aflatoxins in brown rice,Journal of Near Infrared Spectroscopy,2019-06-01T00:00:00.000Z,10.1177/0967033519835051,8,Thailand,2019
CHEM,SCOPUS_ID:85062853645,2-s2.0-85062853645,Low susceptibility of asunaprevir towards R155K and D168A point mutations in HCV NS3/4A protease: A molecular dynamics simulation,Journal of Molecular Graphics and Modelling,2019-06-01T00:00:00.000Z,10.1016/j.jmgm.2019.03.006,23,Thailand,2019
CHEM,SCOPUS_ID:85063157870,2-s2.0-85063157870,Quantum Mechanics/Molecular Mechanics (QM/MM) Calculations Support a Concerted Reaction Mechanism for the Zika Virus NS2B/NS3 Serine Protease with Its Substrate,Journal of Physical Chemistry B,2019-04-04T00:00:00.000Z,10.1021/acs.jpcb.9b02157,19,Thailand,2019
CHEM,SCOPUS_ID:85063157870,2-s2.0-85063157870,Quantum Mechanics/Molecular Mechanics (QM/MM) Calculations Support a Concerted Reaction Mechanism for the Zika Virus NS2B/NS3 Serine Protease with Its Substrate,Journal of Physical Chemistry B,2019-04-04T00:00:00.000Z,10.1021/acs.jpcb.9b02157,19,United Kingdom,2019
CHEM,SCOPUS_ID:85063263329,2-s2.0-85063263329,Integrated catalytic hydrodeoxygenation of Napier grass pyrolysis vapor using a Ni2P/C catalyst,Journal of Analytical and Applied Pyrolysis,2019-06-01T00:00:00.000Z,10.1016/j.jaap.2019.03.012,10,Japan,2019
CHEM,SCOPUS_ID:85063263329,2-s2.0-85063263329,Integrated catalytic hydrodeoxygenation of Napier grass pyrolysis vapor using a Ni2P/C catalyst,Journal of Analytical and Applied Pyrolysis,2019-06-01T00:00:00.000Z,10.1016/j.jaap.2019.03.012,10,Malaysia,2019
CHEM,SCOPUS_ID:85063263329,2-s2.0-85063263329,Integrated catalytic hydrodeoxygenation of Napier grass pyrolysis vapor using a Ni2P/C catalyst,Journal of Analytical and Applied Pyrolysis,2019-06-01T00:00:00.000Z,10.1016/j.jaap.2019.03.012,10,Thailand,2019
CHEM,SCOPUS_ID:85063483153,2-s2.0-85063483153,Effect of Ionization State on Voltage-Sensor Structure in Resting State of the Hv1 Channel,Journal of Physical Chemistry B,2019-04-04T00:00:00.000Z,10.1021/acs.jpcb.9b00634,4,Thailand,2019
CHEM,SCOPUS_ID:85063517215,2-s2.0-85063517215,Exploring matrix effects on binding properties and characterization of cotinine molecularly imprinted polymer on paper-based scaffold,Polymers,2019-01-01T00:00:00.000Z,10.3390/polym11030570,9,Thailand,2019
CHEM,SCOPUS_ID:85063575626,2-s2.0-85063575626,Biological evaluation and molecular dynamics simulation of chalcone derivatives as epidermal growth factor-tyrosine kinase inhibitors,Molecules,2019-03-20T00:00:00.000Z,10.3390/molecules24061092,22,Austria,2019
CHEM,SCOPUS_ID:85063575626,2-s2.0-85063575626,Biological evaluation and molecular dynamics simulation of chalcone derivatives as epidermal growth factor-tyrosine kinase inhibitors,Molecules,2019-03-20T00:00:00.000Z,10.3390/molecules24061092,22,Thailand,2019
CHEM,SCOPUS_ID:85063615771,2-s2.0-85063615771,Pressure-Induced Formation of Quaternary Compound and In−N Distribution in InGaAsN Zincblende from Ab Initio Calculation,ChemistryOpen,2019-03-01T00:00:00.000Z,10.1002/open.201900018,10,Thailand,2019
CHEM,SCOPUS_ID:85063862068,2-s2.0-85063862068,Impact of drying process on chemical composition and key aroma components of Arabica coffee,Food Chemistry,2019-09-01T00:00:00.000Z,10.1016/j.foodchem.2019.03.152,52,Thailand,2019
CHEM,SCOPUS_ID:85063862068,2-s2.0-85063862068,Impact of drying process on chemical composition and key aroma components of Arabica coffee,Food Chemistry,2019-09-01T00:00:00.000Z,10.1016/j.foodchem.2019.03.152,52,United States,2019
CHEM,SCOPUS_ID:85064175216,2-s2.0-85064175216,Simultaneous determination of β-agonists by UHPLC coupled with electrochemical detection based on palladium nanoparticles modified BDD electrode,Journal of Electroanalytical Chemistry,2019-05-01T00:00:00.000Z,10.1016/j.jelechem.2019.04.003,21,Japan,2019
CHEM,SCOPUS_ID:85064175216,2-s2.0-85064175216,Simultaneous determination of β-agonists by UHPLC coupled with electrochemical detection based on palladium nanoparticles modified BDD electrode,Journal of Electroanalytical Chemistry,2019-05-01T00:00:00.000Z,10.1016/j.jelechem.2019.04.003,21,Thailand,2019
CHEM,SCOPUS_ID:85064229653,2-s2.0-85064229653,Effect of synthesis time on morphology of CeO2 nanoparticles and Au/CeO2 and their activity in oxidative steam reforming of methanol,Journal of Rare Earths,2019-08-01T00:00:00.000Z,10.1016/j.jre.2018.11.010,27,Thailand,2019
CHEM,SCOPUS_ID:85064257496,2-s2.0-85064257496,Novel sulfonamidospirobifluorenes as fluorescent sensors for mercury(ii) ion and glutathione,RSC Advances,2019-01-01T00:00:00.000Z,10.1039/C9RA00004F,7,Thailand,2019
CHEM,SCOPUS_ID:85064408170,2-s2.0-85064408170,Safety and pharmacokinetics of standardized extract of Centella asiatica (ECa 233) capsules in healthy Thai volunteers: A phase 1 clinical study,Planta Medica,2019-01-01T00:00:00.000Z,10.1055/a-0835-6671,29,Thailand,2019
CHEM,SCOPUS_ID:85064521348,2-s2.0-85064521348,Cationic-Polymer-Functionalized Zinc Oxide Quantum Dots: Preparation and Application to Iron(II) Ion Detection,ChemistrySelect,2019-04-16T00:00:00.000Z,10.1002/slct.201900424,3,Thailand,2019
CHEM,SCOPUS_ID:85064588155,2-s2.0-85064588155,Synergistic effects of photo-irradiation and curcumin-chitosan/alginate nanoparticles on tumor necrosis factor-alpha-induced psoriasis-like proliferation of keratinocytes,Molecules,2019-04-09T00:00:00.000Z,10.3390/molecules24071388,23,Thailand,2019
CHEM,SCOPUS_ID:85064834284,2-s2.0-85064834284,Re-forming of CO2-Containing Natural Gas with Steam and Partial Oxidation over Ni Catalysts in Corona Discharge for Synthesis Gas Production,Industrial and Engineering Chemistry Research,2019-04-24T00:00:00.000Z,10.1021/acs.iecr.8b06398,5,Thailand,2019
CHEM,SCOPUS_ID:85064874696,2-s2.0-85064874696,"DP4-assisted structure elucidation of isodemethylchodatin, a new norlichexanthone derivative meager in h-atoms, from the lichen parmotrema tsavoense",Molecules,2019-04-18T00:00:00.000Z,10.3390/molecules24081527,6,France,2019
CHEM,SCOPUS_ID:85064874696,2-s2.0-85064874696,"DP4-assisted structure elucidation of isodemethylchodatin, a new norlichexanthone derivative meager in h-atoms, from the lichen parmotrema tsavoense",Molecules,2019-04-18T00:00:00.000Z,10.3390/molecules24081527,6,Thailand,2019
CHEM,SCOPUS_ID:85064874696,2-s2.0-85064874696,"DP4-assisted structure elucidation of isodemethylchodatin, a new norlichexanthone derivative meager in h-atoms, from the lichen parmotrema tsavoense",Molecules,2019-04-18T00:00:00.000Z,10.3390/molecules24081527,6,Viet Nam,2019
CHEM,SCOPUS_ID:85065129576,2-s2.0-85065129576,Natural Thermoresponsive Rice Granules as Biocompatible Drug Carriers,ACS Omega,2019-05-01T00:00:00.000Z,10.1021/acsomega.9b00642,1,Thailand,2019
CHEM,SCOPUS_ID:85065215723,2-s2.0-85065215723,"Understanding structures and thermodynamics of β-cyclodextrin encapsulation of chlorogenic, caffeic and quinic acids: Implications for enriching antioxidant capacity and masking bitterness in coffee",Food Chemistry,2019-09-30T00:00:00.000Z,10.1016/j.foodchem.2019.04.084,45,Thailand,2019
CHEM,SCOPUS_ID:85065309880,2-s2.0-85065309880,"Preincubation format for a sensitive immunochromatographic assay for monocrotaline, a toxic pyrrolizidine alkaloid",Phytochemical Analysis,2019-11-01T00:00:00.000Z,10.1002/pca.2838,6,Japan,2019
CHEM,SCOPUS_ID:85065309880,2-s2.0-85065309880,"Preincubation format for a sensitive immunochromatographic assay for monocrotaline, a toxic pyrrolizidine alkaloid",Phytochemical Analysis,2019-11-01T00:00:00.000Z,10.1002/pca.2838,6,Thailand,2019
CHEM,SCOPUS_ID:85065516567,2-s2.0-85065516567,"Synthesis, spectral characterization, molecular docking studies, biological activity of (E)-2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene) and (E)-N-phenyl 2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene)hydrazinecarbothioamides and their Cu(II) complexes",Journal of Saudi Chemical Society,2019-11-01T00:00:00.000Z,10.1016/j.jscs.2019.04.003,9,China,2019
CHEM,SCOPUS_ID:85065516567,2-s2.0-85065516567,"Synthesis, spectral characterization, molecular docking studies, biological activity of (E)-2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene) and (E)-N-phenyl 2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene)hydrazinecarbothioamides and their Cu(II) complexes",Journal of Saudi Chemical Society,2019-11-01T00:00:00.000Z,10.1016/j.jscs.2019.04.003,9,India,2019
CHEM,SCOPUS_ID:85065516567,2-s2.0-85065516567,"Synthesis, spectral characterization, molecular docking studies, biological activity of (E)-2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene) and (E)-N-phenyl 2-((E)-3-(3,4,5-trimethoxyphenyl)allylidene)hydrazinecarbothioamides and their Cu(II) complexes",Journal of Saudi Chemical Society,2019-11-01T00:00:00.000Z,10.1016/j.jscs.2019.04.003,9,Thailand,2019
