filename,dc_title,affiliation_country,srctype,eid,prism_coverDate,prism_aggregationType,subtypeDescription,subject_area_name,subject_area_code,subject_area_abbrev,publicationName,source_id,citedby_count,subtype,prism_doi,dc_identifier,dc_publisher
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Georgia,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Germany,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Greece,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Hungary,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,India,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Iran,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Ireland,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Italy,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Latvia,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Lithuania,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Malaysia,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Mexico,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Montenegro,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,New Zealand,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Pakistan,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Poland,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Portugal,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Puerto Rico,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Qatar,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Russian Federation,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Serbia,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,South Korea,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Spain,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Sri Lanka,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Switzerland,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Taiwan,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Thailand,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Turkey,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,Ukraine,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,United Kingdom,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900601,Search for dark photons in decays of Higgs bosons produced in association with Z bosons in proton-proton collisions at √s = 13 TeV,United States,j,2-s2.0-85074147634,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,23,ar,10.1007/JHEP10(2019)139,SCOPUS_ID:85074147634,Springer Verlagservice@springer.de
201900602,"The effect of a club in making differences in knowledge, attitude, and practices on family planning among married adolescent girls in urban slums in Bangladesh",Bangladesh,j,2-s2.0-85074145475,2019-10-01T00:00:00.000Z,Journal,Article,Pollution,2310,ENVI,International Journal of Environmental Research and Public Health,144989,2,ar,10.3390/ijerph16204037,SCOPUS_ID:85074145475,MDPI
201900602,"The effect of a club in making differences in knowledge, attitude, and practices on family planning among married adolescent girls in urban slums in Bangladesh",Thailand,j,2-s2.0-85074145475,2019-10-01T00:00:00.000Z,Journal,Article,Pollution,2310,ENVI,International Journal of Environmental Research and Public Health,144989,2,ar,10.3390/ijerph16204037,SCOPUS_ID:85074145475,MDPI
201900602,"The effect of a club in making differences in knowledge, attitude, and practices on family planning among married adolescent girls in urban slums in Bangladesh",United States,j,2-s2.0-85074145475,2019-10-01T00:00:00.000Z,Journal,Article,Pollution,2310,ENVI,International Journal of Environmental Research and Public Health,144989,2,ar,10.3390/ijerph16204037,SCOPUS_ID:85074145475,MDPI
201900603,Lactobacillus plantarum B7 attenuates Salmonella typhimurium infection in mice: Preclinical study in vitro and in vivo,Thailand,j,2-s2.0-85073835730,2019-10-01T00:00:00.000Z,Journal,Article,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Asian Biomedicine,19300156818,3,ar,10.1515/abm-2019-0022,SCOPUS_ID:85073835730,Sciendomacvetrev@fvm.ukim.edu.mk
201900604,Evidence of growth hormone effect on plasma leptin in diet-induced obesity and diet-resistant rats,Thailand,j,2-s2.0-85073832249,2019-10-01T00:00:00.000Z,Journal,Article,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Asian Biomedicine,19300156818,2,ar,10.1515/abm-2019-0023,SCOPUS_ID:85073832249,Sciendomacvetrev@fvm.ukim.edu.mk
201900605,Development of a point-of-care test to detect hepatitis B virus DNA threshold relevant for treatment indication,Thailand,j,2-s2.0-85073831223,2019-10-01T00:00:00.000Z,Journal,Article,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Asian Biomedicine,19300156818,2,ar,10.1515/abm-2019-0021,SCOPUS_ID:85073831223,Sciendomacvetrev@fvm.ukim.edu.mk
201900606,Outcomes of pancreaticoduodenectomy in patients with obstructive jaundice with and without preoperative biliary drainage: A retrospective observational study,Thailand,j,2-s2.0-85073820830,2019-10-01T00:00:00.000Z,Journal,Article,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Asian Biomedicine,19300156818,1,ar,10.1515/abm-2019-0025,SCOPUS_ID:85073820830,Sciendomacvetrev@fvm.ukim.edu.mk
201900607,Sodium glycerophosphate and prescribed calcium concentrations in pediatric parenteral nutrition: A retrospective observational study and economic evaluation,Thailand,j,2-s2.0-85073817232,2019-10-01T00:00:00.000Z,Journal,Article,"Biochemistry, Genetics and Molecular Biology (all)",1300,BIOC,Asian Biomedicine,19300156818,0,ar,10.1515/abm-2019-0024,SCOPUS_ID:85073817232,Sciendomacvetrev@fvm.ukim.edu.mk
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Chile,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Germany,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Japan,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Netherlands,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Poland,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Taiwan,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,Thailand,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,United Kingdom,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900608,Radio Spectra and Sizes of Atacama Large Millimeter/submillimeter Array-identified Submillimeter Galaxies: Evidence of Age-related Spectral Curvature and Cosmic-Ray Diffusion?,United States,j,2-s2.0-85073752665,2019-10-01T00:00:00.000Z,Journal,Article,Astronomy and Astrophysics,3103,PHYS,Astrophysical Journal,26765,16,ar,10.3847/1538-4357/ab32e7,SCOPUS_ID:85073752665,Institute of Physics Publishinghelen.craven@iop.org
201900609,Synthesis and characterization of a new phase of non Na-loaded analcime zeolite by microemulsion technique,Thailand,j,2-s2.0-85073707620,2019-10-01T00:00:00.000Z,Journal,Article,Chemistry (all),1600,CHEM,Solid State Sciences,25326,3,ar,10.1016/j.solidstatesciences.2019.105956,SCOPUS_ID:85073707620,Elsevier Masson SAS62 rue Camille DesmoulinsIssy les Moulineaux Cedex92442
201900610,Momentum space approach to crossing symmetric CFT correlators. Part II. General spacetime dimension,Japan,j,2-s2.0-85073683828,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,36,ar,10.1007/JHEP10(2019)183,SCOPUS_ID:85073683828,Springer Verlagservice@springer.de
201900610,Momentum space approach to crossing symmetric CFT correlators. Part II. General spacetime dimension,Thailand,j,2-s2.0-85073683828,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,36,ar,10.1007/JHEP10(2019)183,SCOPUS_ID:85073683828,Springer Verlagservice@springer.de
201900610,Momentum space approach to crossing symmetric CFT correlators. Part II. General spacetime dimension,United States,j,2-s2.0-85073683828,2019-10-01T00:00:00.000Z,Journal,Article,Nuclear and High Energy Physics,3106,PHYS,Journal of High Energy Physics,28520,36,ar,10.1007/JHEP10(2019)183,SCOPUS_ID:85073683828,Springer Verlagservice@springer.de
201900611,Group-specific archaeological signatures of stone tool use in wild macaques,Germany,j,2-s2.0-85073657103,2019-10-01T00:00:00.000Z,Journal,Article,Neuroscience (all),2800,NEUR,eLife,21100242814,12,ar,10.7554/eLife.46961,SCOPUS_ID:85073657103,eLife Sciences Publications Ltdstaff@elifesciences.org
201900611,Group-specific archaeological signatures of stone tool use in wild macaques,Thailand,j,2-s2.0-85073657103,2019-10-01T00:00:00.000Z,Journal,Article,Neuroscience (all),2800,NEUR,eLife,21100242814,12,ar,10.7554/eLife.46961,SCOPUS_ID:85073657103,eLife Sciences Publications Ltdstaff@elifesciences.org
201900611,Group-specific archaeological signatures of stone tool use in wild macaques,United Kingdom,j,2-s2.0-85073657103,2019-10-01T00:00:00.000Z,Journal,Article,Neuroscience (all),2800,NEUR,eLife,21100242814,12,ar,10.7554/eLife.46961,SCOPUS_ID:85073657103,eLife Sciences Publications Ltdstaff@elifesciences.org
201900612,Determinants of actual purchase behavior in farmers' markets,Taiwan,j,2-s2.0-85073594166,2019-10-01T00:00:00.000Z,Journal,Article,Computer Science (miscellaneous),1701,COMP,Sustainability (Switzerland),21100240100,5,ar,10.3390/su11195480,SCOPUS_ID:85073594166,MDPI
201900612,Determinants of actual purchase behavior in farmers' markets,Thailand,j,2-s2.0-85073594166,2019-10-01T00:00:00.000Z,Journal,Article,Computer Science (miscellaneous),1701,COMP,Sustainability (Switzerland),21100240100,5,ar,10.3390/su11195480,SCOPUS_ID:85073594166,MDPI
201900613,Optimization and mechanism pathways of p-cresol decomposition over Cu-Fe/NaP1 catalyst by fenton-like process,Thailand,j,2-s2.0-85073526056,2019-10-01T00:00:00.000Z,Journal,Article,Water Science and Technology,2312,ENVI,Desalination and Water Treatment,19700175585,3,ar,10.5004/dwt.2019.24633,SCOPUS_ID:85073526056,Desalination Publicationsdwt@deswater.com
201900614,Simvastatin enhances proliferation and pluripotent gene expression by canine bone marrow-derived mesenchymal stem cells (cBM-MSCs) in vitro,Thailand,j,2-s2.0-85073503900,2019-10-01T00:00:00.000Z,Journal,Article,Multidisciplinary,1000,MULT,Heliyon,21100411756,8,ar,10.1016/j.heliyon.2019.e02663,SCOPUS_ID:85073503900,Elsevier Ltd
201900615,Design and Development of an IoT Gateway for Smart Building Applications,Thailand,j,2-s2.0-85073474269,2019-10-01T00:00:00.000Z,Journal,Article,Signal Processing,1711,COMP,IEEE Internet of Things Journal,21100338350,23,ar,10.1109/JIOT.2019.2926099,SCOPUS_ID:85073474269,Institute of Electrical and Electronics Engineers Inc.
201900615,Design and Development of an IoT Gateway for Smart Building Applications,United States,j,2-s2.0-85073474269,2019-10-01T00:00:00.000Z,Journal,Article,Signal Processing,1711,COMP,IEEE Internet of Things Journal,21100338350,23,ar,10.1109/JIOT.2019.2926099,SCOPUS_ID:85073474269,Institute of Electrical and Electronics Engineers Inc.
201900616,"Synthesis, thermal properties and curing kinetics of hyperbranched BPA/PEG Epoxy resin",Thailand,j,2-s2.0-85073424767,2019-10-01T00:00:00.000Z,Journal,Article,Chemistry (all),1600,CHEM,Polymers,54222,18,ar,10.3390/polym11101545,SCOPUS_ID:85073424767,MDPI AGPostfachBaselCH-4005indexing@mdpi.com
201900617,Blockchain Technology for Applications in Internet of Things - Mapping from System Design Perspective,Thailand,j,2-s2.0-85073409047,2019-10-01T00:00:00.000Z,Journal,Article,Signal Processing,1711,COMP,IEEE Internet of Things Journal,21100338350,97,ar,10.1109/JIOT.2019.2925825,SCOPUS_ID:85073409047,Institute of Electrical and Electronics Engineers Inc.
201900617,Blockchain Technology for Applications in Internet of Things - Mapping from System Design Perspective,United States,j,2-s2.0-85073409047,2019-10-01T00:00:00.000Z,Journal,Article,Signal Processing,1711,COMP,IEEE Internet of Things Journal,21100338350,97,ar,10.1109/JIOT.2019.2925825,SCOPUS_ID:85073409047,Institute of Electrical and Electronics Engineers Inc.
201900618,Elemental composition of biochar obtained from agriculturalwaste for soil amendment and carbon sequestration,Thailand,j,2-s2.0-85073287936,2019-10-01T00:00:00.000Z,Journal,Article,Materials Science (all),2500,MATE,Applied Sciences (Switzerland),21100829268,52,ar,10.3390/app9193980,SCOPUS_ID:85073287936,MDPI AGindexing@mdpi.com
201900619,CO2 induced swing effect at imidazolate of zeolitic imidazolate framework-90 using molecular simulations,Germany,j,2-s2.0-85073243149,2019-10-01T00:00:00.000Z,Journal,Article,Physical and Theoretical Chemistry,1606,CHEM,Theoretical Chemistry Accounts,21970,1,ar,10.1007/s00214-019-2501-7,SCOPUS_ID:85073243149,Springer New York LLCbarbara.b.bertram@gsk.com
201900619,CO2 induced swing effect at imidazolate of zeolitic imidazolate framework-90 using molecular simulations,Thailand,j,2-s2.0-85073243149,2019-10-01T00:00:00.000Z,Journal,Article,Physical and Theoretical Chemistry,1606,CHEM,Theoretical Chemistry Accounts,21970,1,ar,10.1007/s00214-019-2501-7,SCOPUS_ID:85073243149,Springer New York LLCbarbara.b.bertram@gsk.com
201900620,Quality evaluation with reference to clitoriacetal and in vitro antioxidant activities of Clitoria macrophylla root,Thailand,j,2-s2.0-85073223054,2019-10-01T00:00:00.000Z,Journal,Article,Pharmaceutical Science,3003,PHAR,Journal of Advanced Pharmaceutical Technology and Research,19700201137,2,ar,10.4103/japtr.JAPTR_67_19,SCOPUS_ID:85073223054,Wolters Kluwer Medknow Publications
201900621,Effect of light on blinking in patients with idiopathic isolated blepharospasm,China,j,2-s2.0-85073122626,2019-10-01T00:00:00.000Z,Journal,Article,Neurology,2808,NEUR,Parkinsonism and Related Disorders,18572,4,ar,10.1016/j.parkreldis.2019.09.010,SCOPUS_ID:85073122626,Elsevier Ltd
201900621,Effect of light on blinking in patients with idiopathic isolated blepharospasm,India,j,2-s2.0-85073122626,2019-10-01T00:00:00.000Z,Journal,Article,Neurology,2808,NEUR,Parkinsonism and Related Disorders,18572,4,ar,10.1016/j.parkreldis.2019.09.010,SCOPUS_ID:85073122626,Elsevier Ltd
201900621,Effect of light on blinking in patients with idiopathic isolated blepharospasm,Thailand,j,2-s2.0-85073122626,2019-10-01T00:00:00.000Z,Journal,Article,Neurology,2808,NEUR,Parkinsonism and Related Disorders,18572,4,ar,10.1016/j.parkreldis.2019.09.010,SCOPUS_ID:85073122626,Elsevier Ltd
201900621,Effect of light on blinking in patients with idiopathic isolated blepharospasm,United States,j,2-s2.0-85073122626,2019-10-01T00:00:00.000Z,Journal,Article,Neurology,2808,NEUR,Parkinsonism and Related Disorders,18572,4,ar,10.1016/j.parkreldis.2019.09.010,SCOPUS_ID:85073122626,Elsevier Ltd
201900622,Interferon-inducible protein 10 and disease activity in systemic lupus erythematosus and lupus nephritis: A systematic review and meta-analysis,Thailand,j,2-s2.0-85073102386,2019-10-01T00:00:00.000Z,Journal,Review,Catalysis,1503,CENG,International Journal of Molecular Sciences,25879,22,re,10.3390/ijms20194954,SCOPUS_ID:85073102386,MDPI AGPostfachBaselCH-4005indexing@mdpi.com
201900623,Optimal location of local anesthetic injection in the interspace between the popliteal artery and posterior capsule of the knee (iPACK) for posterior knee pain after total knee arthroplasty: An anatomical and clinical study,Thailand,j,2-s2.0-85072993924,2019-10-01T00:00:00.000Z,Journal,Article,Anesthesiology and Pain Medicine,2703,MEDI,Korean Journal of Anesthesiology,19700174806,21,ar,10.4097/kja.19060,SCOPUS_ID:85072993924,Korean Society of Anesthesiologists
201900624,A new luminescent anionic metal-organic framework based on heterometallic zinc(II)-barium(II) for selective detection of Fe3+ and Cu2+ ions in aqueous solution,China,j,2-s2.0-85072921156,2019-10-01T00:00:00.000Z,Journal,Article,Condensed Matter Physics,3104,PHYS,Acta Crystallographica Section C: Structural Chemistry,21100316073,7,ar,10.1107/S2053229619011987,SCOPUS_ID:85072921156,International Union of Crystallography5 Abbey SquareChesterCH1 2HU
