Subject,Identifier,EID,Title,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Country,Year
ENGI,SCOPUS_ID:85115860907,2-s2.0-85115860907,A Reliable Real-Time Web Interface for an Online Laboratory,Lecture Notes in Networks and Systems,2022-01-01T00:00:00.000Z,10.1007/978-3-030-82529-4_4,0,Thailand,2022
ENGI,SCOPUS_ID:85116037233,2-s2.0-85116037233,Quantitative Risk Assessments of Hepatitis A Virus and Hepatitis E Virus from Raw Oyster Consumption,Risk Analysis,2022-05-01T00:00:00.000Z,10.1111/risa.13832,5,Thailand,2022
ENGI,SCOPUS_ID:85116811806,2-s2.0-85116811806,Unification of GNSS CORS coordinates in Thailand,Survey Review,2022-01-01T00:00:00.000Z,10.1080/00396265.2021.1987002,3,Thailand,2022
ENGI,SCOPUS_ID:85117698092,2-s2.0-85117698092,"Novel electrodes for supercapacitor: Conducting polymers, metal oxides, chalcogenides, carbides, nitrides, MXenes, and their composites with graphene",Journal of Alloys and Compounds,2022-02-10T00:00:00.000Z,10.1016/j.jallcom.2021.161998,92,India,2022
ENGI,SCOPUS_ID:85117698092,2-s2.0-85117698092,"Novel electrodes for supercapacitor: Conducting polymers, metal oxides, chalcogenides, carbides, nitrides, MXenes, and their composites with graphene",Journal of Alloys and Compounds,2022-02-10T00:00:00.000Z,10.1016/j.jallcom.2021.161998,92,South Korea,2022
ENGI,SCOPUS_ID:85117698092,2-s2.0-85117698092,"Novel electrodes for supercapacitor: Conducting polymers, metal oxides, chalcogenides, carbides, nitrides, MXenes, and their composites with graphene",Journal of Alloys and Compounds,2022-02-10T00:00:00.000Z,10.1016/j.jallcom.2021.161998,92,Thailand,2022
ENGI,SCOPUS_ID:85118982474,2-s2.0-85118982474,Simulation Study of Sodium Dodecyl Benzene Sulfonate as a Surfactant for Enhanced Oil Recovery of Fang Oilfield,Lecture Notes in Mechanical Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-3934-0_23,0,Thailand,2022
ENGI,SCOPUS_ID:85118991301,2-s2.0-85118991301,Evaluation the Effect of Emulsion on Pour-Point Reduction of Oil from Fang Oilfield,Lecture Notes in Mechanical Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-3934-0_18,0,Thailand,2022
ENGI,SCOPUS_ID:85119006135,2-s2.0-85119006135,Technology Comparison of SiO2 Nanoparticles for Enhanced Oil Recovery in Fang Oilfield,Lecture Notes in Mechanical Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-3934-0_21,0,Thailand,2022
ENGI,SCOPUS_ID:85119415613,2-s2.0-85119415613,Spectral Stochastic Isogeometric Analysis of Microbeams with Material Uncertainty,Lecture Notes in Civil Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-7160-9_49,1,Japan,2022
ENGI,SCOPUS_ID:85119415613,2-s2.0-85119415613,Spectral Stochastic Isogeometric Analysis of Microbeams with Material Uncertainty,Lecture Notes in Civil Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-7160-9_49,1,Thailand,2022
ENGI,SCOPUS_ID:85119666573,2-s2.0-85119666573,Cockpit crew pairing pareto optimisation in a budget airline,International Journal of Industrial Engineering Computations,2022-01-01T00:00:00.000Z,10.5267/j.ijiec.2021.8.001,3,Thailand,2022
ENGI,SCOPUS_ID:85120074394,2-s2.0-85120074394,Evaluation of gnss positioning accuracy from satellite-based augmentation systems in thailand,Engineering and Applied Science Research,2022-09-27T00:00:00.000Z,10.14456/easr.2022.23,0,Thailand,2022
ENGI,SCOPUS_ID:85120317450,2-s2.0-85120317450,Application of Q-Learning in Routing of Software-Defined Wireless Mesh Network,IEEJ Transactions on Electrical and Electronic Engineering,2022-03-01T00:00:00.000Z,10.1002/tee.23527,2,Japan,2022
ENGI,SCOPUS_ID:85120317450,2-s2.0-85120317450,Application of Q-Learning in Routing of Software-Defined Wireless Mesh Network,IEEJ Transactions on Electrical and Electronic Engineering,2022-03-01T00:00:00.000Z,10.1002/tee.23527,2,Thailand,2022
ENGI,SCOPUS_ID:85120469879,2-s2.0-85120469879,Improving mechanical properties and shrinkage cracking characteristics of soft clay in deep soil mixing,Construction and Building Materials,2022-01-17T00:00:00.000Z,10.1016/j.conbuildmat.2021.125858,25,Thailand,2022
ENGI,SCOPUS_ID:85120898438,2-s2.0-85120898438,Architecting Nb-TiO2−x/(Ti0.9Nb0.1)3C2Tx MXene Nanohybrid Anode for High-Performance Lithium-Ion Batteries,Advanced Materials Interfaces,2022-01-01T00:00:00.000Z,10.1002/admi.202101658,8,China,2022
ENGI,SCOPUS_ID:85120898438,2-s2.0-85120898438,Architecting Nb-TiO2−x/(Ti0.9Nb0.1)3C2Tx MXene Nanohybrid Anode for High-Performance Lithium-Ion Batteries,Advanced Materials Interfaces,2022-01-01T00:00:00.000Z,10.1002/admi.202101658,8,Thailand,2022
ENGI,SCOPUS_ID:85121334210,2-s2.0-85121334210,Analysis of full-scale precast post-tension (FPP) girder for straddle monorail – Experimental and FEA study,Structures,2022-02-01T00:00:00.000Z,10.1016/j.istruc.2021.12.043,3,Thailand,2022
ENGI,SCOPUS_ID:85121726829,2-s2.0-85121726829,Work ability in aging office workers with musculoskeletal disorders and non-communicable diseases and its associated factors: a cross-sectional study,International Journal of Occupational Safety and Ergonomics,2022-01-01T00:00:00.000Z,10.1080/10803548.2021.2010405,0,Thailand,2022
ENGI,SCOPUS_ID:85121916380,2-s2.0-85121916380,Torsional Behavior of Reinforced Concrete Members Wrapped with CFRP Sheets,Lecture Notes in Civil Engineering,2022-01-01T00:00:00.000Z,10.1007/978-3-030-88166-5_136,6,Thailand,2022
ENGI,SCOPUS_ID:85122033824,2-s2.0-85122033824,Effective Modeling for Construction Activities of Recycled Aggregate Concrete Using Artificial Neural Network,Journal of Construction Engineering and Management,2022-03-01T00:00:00.000Z,10.1061/(ASCE)CO.1943-7862.0002246,4,Thailand,2022
ENGI,SCOPUS_ID:85122107782,2-s2.0-85122107782,User-Oriented Selections of Validators for Trust of Internet-of-Thing Services,IEEE Transactions on Industrial Informatics,2022-07-01T00:00:00.000Z,10.1109/TII.2021.3136928,5,Thailand,2022
ENGI,SCOPUS_ID:85122107782,2-s2.0-85122107782,User-Oriented Selections of Validators for Trust of Internet-of-Thing Services,IEEE Transactions on Industrial Informatics,2022-07-01T00:00:00.000Z,10.1109/TII.2021.3136928,5,United States,2022
ENGI,SCOPUS_ID:85122407864,2-s2.0-85122407864,Measuring capacities and protecting communities: strengthening regional resilience in the flooded industrial area in Thailand,International Journal of Disaster Resilience in the Built Environment,2022-04-01T00:00:00.000Z,10.1108/IJDRBE-08-2021-0120,5,Japan,2022
ENGI,SCOPUS_ID:85122407864,2-s2.0-85122407864,Measuring capacities and protecting communities: strengthening regional resilience in the flooded industrial area in Thailand,International Journal of Disaster Resilience in the Built Environment,2022-04-01T00:00:00.000Z,10.1108/IJDRBE-08-2021-0120,5,Thailand,2022
ENGI,SCOPUS_ID:85122482999,2-s2.0-85122482999,"Effect of synthetic microfiber and viscosity modifier agent on layer deformation, viscosity, and open time of cement mortar for 3D printing application",Construction and Building Materials,2022-02-14T00:00:00.000Z,10.1016/j.conbuildmat.2021.126111,7,Canada,2022
ENGI,SCOPUS_ID:85122482999,2-s2.0-85122482999,"Effect of synthetic microfiber and viscosity modifier agent on layer deformation, viscosity, and open time of cement mortar for 3D printing application",Construction and Building Materials,2022-02-14T00:00:00.000Z,10.1016/j.conbuildmat.2021.126111,7,Thailand,2022
ENGI,SCOPUS_ID:85122595603,2-s2.0-85122595603,Blockchain technologies for interoperation of business processes in smart supply chains,Journal of Industrial Information Integration,2022-03-01T00:00:00.000Z,10.1016/j.jii.2022.100326,24,Thailand,2022
ENGI,SCOPUS_ID:85122595603,2-s2.0-85122595603,Blockchain technologies for interoperation of business processes in smart supply chains,Journal of Industrial Information Integration,2022-03-01T00:00:00.000Z,10.1016/j.jii.2022.100326,24,United States,2022
ENGI,SCOPUS_ID:85122747755,2-s2.0-85122747755,A Sensitive and Specific Fluorescent RT-LAMP Assay for SARS-CoV-2 Detection in Clinical Samples,ACS Synthetic Biology,2022-01-21T00:00:00.000Z,10.1021/acssynbio.1c00538,10,Singapore,2022
ENGI,SCOPUS_ID:85122747755,2-s2.0-85122747755,A Sensitive and Specific Fluorescent RT-LAMP Assay for SARS-CoV-2 Detection in Clinical Samples,ACS Synthetic Biology,2022-01-21T00:00:00.000Z,10.1021/acssynbio.1c00538,10,Thailand,2022
ENGI,SCOPUS_ID:85122782839,2-s2.0-85122782839,Solidification Structure and Heat Treatment Behavior of Multi-alloyed White Cast Iron with Extensive Molybdenum Content for Applying to Hot Work Rolls,International Journal of Metalcasting,2022-10-01T00:00:00.000Z,10.1007/s40962-021-00750-0,1,Japan,2022
ENGI,SCOPUS_ID:85122782839,2-s2.0-85122782839,Solidification Structure and Heat Treatment Behavior of Multi-alloyed White Cast Iron with Extensive Molybdenum Content for Applying to Hot Work Rolls,International Journal of Metalcasting,2022-10-01T00:00:00.000Z,10.1007/s40962-021-00750-0,1,Thailand,2022
ENGI,SCOPUS_ID:85123207956,2-s2.0-85123207956,Roles of optical phonons and logarithmic profile of electron-phonon coupling integration in superconducting Sc0.5Y0.5H6 superhydride under pressures,Journal of Alloys and Compounds,2022-04-25T00:00:00.000Z,10.1016/j.jallcom.2021.163524,6,India,2022
ENGI,SCOPUS_ID:85123207956,2-s2.0-85123207956,Roles of optical phonons and logarithmic profile of electron-phonon coupling integration in superconducting Sc0.5Y0.5H6 superhydride under pressures,Journal of Alloys and Compounds,2022-04-25T00:00:00.000Z,10.1016/j.jallcom.2021.163524,6,Sweden,2022
ENGI,SCOPUS_ID:85123207956,2-s2.0-85123207956,Roles of optical phonons and logarithmic profile of electron-phonon coupling integration in superconducting Sc0.5Y0.5H6 superhydride under pressures,Journal of Alloys and Compounds,2022-04-25T00:00:00.000Z,10.1016/j.jallcom.2021.163524,6,Thailand,2022
ENGI,SCOPUS_ID:85123259231,2-s2.0-85123259231,Mitigation of Tsunami Debris Impact on Reinforced Concrete Buildings by Fender Structures,Buildings,2022-01-01T00:00:00.000Z,10.3390/buildings12010066,1,Thailand,2022
ENGI,SCOPUS_ID:85123707877,2-s2.0-85123707877,True Nulls-Free Magnetoinductive Waveguides Using Alternate Coupling Polarities for Batteryless Dynamic Wireless Power Transfer Applications,IEEE Transactions on Power Electronics,2022-08-01T00:00:00.000Z,10.1109/TPEL.2022.3145579,4,Thailand,2022
ENGI,SCOPUS_ID:85123715692,2-s2.0-85123715692,Macro-Mini Linear Actuator Using Electrorheological-Fluid Brake for Impedance Modulation in Physical Human-Robot Interaction,IEEE Robotics and Automation Letters,2022-04-01T00:00:00.000Z,10.1109/LRA.2022.3145050,13,Thailand,2022
ENGI,SCOPUS_ID:85123715692,2-s2.0-85123715692,Macro-Mini Linear Actuator Using Electrorheological-Fluid Brake for Impedance Modulation in Physical Human-Robot Interaction,IEEE Robotics and Automation Letters,2022-04-01T00:00:00.000Z,10.1109/LRA.2022.3145050,13,United States,2022
ENGI,SCOPUS_ID:85123777347,2-s2.0-85123777347,Quintic constraints for N= 2 multiplets and complete SUSY breaking,European Physical Journal C,2022-01-01T00:00:00.000Z,10.1140/epjc/s10052-021-09943-7,2,France,2022
ENGI,SCOPUS_ID:85123777347,2-s2.0-85123777347,Quintic constraints for N= 2 multiplets and complete SUSY breaking,European Physical Journal C,2022-01-01T00:00:00.000Z,10.1140/epjc/s10052-021-09943-7,2,Kazakhstan,2022
ENGI,SCOPUS_ID:85123777347,2-s2.0-85123777347,Quintic constraints for N= 2 multiplets and complete SUSY breaking,European Physical Journal C,2022-01-01T00:00:00.000Z,10.1140/epjc/s10052-021-09943-7,2,Thailand,2022
ENGI,SCOPUS_ID:85123777347,2-s2.0-85123777347,Quintic constraints for N= 2 multiplets and complete SUSY breaking,European Physical Journal C,2022-01-01T00:00:00.000Z,10.1140/epjc/s10052-021-09943-7,2,United Kingdom,2022
ENGI,SCOPUS_ID:85124137108,2-s2.0-85124137108,Prediction of Thermal-Induced Buckling Failures of Ballasted Railway Tracks Using Artificial Neural Network (ANN),International Journal of Structural Stability and Dynamics,2022-04-01T00:00:00.000Z,10.1142/S0219455422500493,12,Thailand,2022
ENGI,SCOPUS_ID:85124137108,2-s2.0-85124137108,Prediction of Thermal-Induced Buckling Failures of Ballasted Railway Tracks Using Artificial Neural Network (ANN),International Journal of Structural Stability and Dynamics,2022-04-01T00:00:00.000Z,10.1142/S0219455422500493,12,United Kingdom,2022
ENGI,SCOPUS_ID:85124177423,2-s2.0-85124177423,Effect of partial replacement of E-waste as a fine aggregate on compressive behavior of concrete specimens having different geometry with and without CFRP confinement,Journal of Building Engineering,2022-06-01T00:00:00.000Z,10.1016/j.jobe.2022.104151,14,Pakistan,2022
ENGI,SCOPUS_ID:85124177423,2-s2.0-85124177423,Effect of partial replacement of E-waste as a fine aggregate on compressive behavior of concrete specimens having different geometry with and without CFRP confinement,Journal of Building Engineering,2022-06-01T00:00:00.000Z,10.1016/j.jobe.2022.104151,14,Thailand,2022
ENGI,SCOPUS_ID:85124245443,2-s2.0-85124245443,Anti-inflammatory and antioxidant phenolic compounds,Current Advances for Development of Functional Foods Modulating Inflammation and Oxidative Stress,2022-01-01T00:00:00.000Z,10.1016/B978-0-12-823482-2.00018-2,7,Mexico,2022
ENGI,SCOPUS_ID:85124245443,2-s2.0-85124245443,Anti-inflammatory and antioxidant phenolic compounds,Current Advances for Development of Functional Foods Modulating Inflammation and Oxidative Stress,2022-01-01T00:00:00.000Z,10.1016/B978-0-12-823482-2.00018-2,7,Thailand,2022
ENGI,SCOPUS_ID:85124290099,2-s2.0-85124290099,Interventions to Support Tourism and its Impact on Air Quality – A Case Study of the Go To Travel Campaign in Japan –,Journal of Disaster Research,2022-01-01T00:00:00.000Z,10.20965/jdr.2022.p0123,0,Japan,2022
ENGI,SCOPUS_ID:85124290099,2-s2.0-85124290099,Interventions to Support Tourism and its Impact on Air Quality – A Case Study of the Go To Travel Campaign in Japan –,Journal of Disaster Research,2022-01-01T00:00:00.000Z,10.20965/jdr.2022.p0123,0,Thailand,2022
ENGI,SCOPUS_ID:85124311969,2-s2.0-85124311969,Agent-Based Simulation and Modeling of COVID-19 Pandemic: A Bibliometric Analysis,Journal of Disaster Research,2022-02-01T00:00:00.000Z,10.20965/jdr.2022.p0093,7,Thailand,2022
ENGI,SCOPUS_ID:85124466445,2-s2.0-85124466445,Hydrodynamic control of droplet formation in narrowing jet and tip streaming regime using microfluidic flow-focusing,International Journal of Multiphase Flow,2022-05-01T00:00:00.000Z,10.1016/j.ijmultiphaseflow.2022.104013,5,Thailand,2022
ENGI,SCOPUS_ID:85124496891,2-s2.0-85124496891,Work in the Time of Covid-19: Actuators and Sensors for Rehabilitation Robotics,IEEJ Journal of Industry Applications,2022-01-01T00:00:00.000Z,10.1541/ieejjia.21006581,7,Japan,2022
ENGI,SCOPUS_ID:85124496891,2-s2.0-85124496891,Work in the Time of Covid-19: Actuators and Sensors for Rehabilitation Robotics,IEEJ Journal of Industry Applications,2022-01-01T00:00:00.000Z,10.1541/ieejjia.21006581,7,Thailand,2022
ENGI,SCOPUS_ID:85124496891,2-s2.0-85124496891,Work in the Time of Covid-19: Actuators and Sensors for Rehabilitation Robotics,IEEJ Journal of Industry Applications,2022-01-01T00:00:00.000Z,10.1541/ieejjia.21006581,7,United States,2022
ENGI,SCOPUS_ID:85124503927,2-s2.0-85124503927,Mechanism of wetting–induced deformation and failure of unsaturated soils,International Journal for Numerical and Analytical Methods in Geomechanics,2022-04-01T00:00:00.000Z,10.1002/nag.3336,3,Japan,2022
ENGI,SCOPUS_ID:85124503927,2-s2.0-85124503927,Mechanism of wetting–induced deformation and failure of unsaturated soils,International Journal for Numerical and Analytical Methods in Geomechanics,2022-04-01T00:00:00.000Z,10.1002/nag.3336,3,Thailand,2022
ENGI,SCOPUS_ID:85124977706,2-s2.0-85124977706,Tidal deformation and radial pulsations of neutron star with holographic multiquark core,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10106-5,5,Thailand,2022
ENGI,SCOPUS_ID:85124983068,2-s2.0-85124983068,Use of barite concrete for radiation shielding against gamma-rays and neutrons,Construction and Building Materials,2022-04-04T00:00:00.000Z,10.1016/j.conbuildmat.2022.126838,25,Thailand,2022
ENGI,SCOPUS_ID:85124983068,2-s2.0-85124983068,Use of barite concrete for radiation shielding against gamma-rays and neutrons,Construction and Building Materials,2022-04-04T00:00:00.000Z,10.1016/j.conbuildmat.2022.126838,25,United Kingdom,2022
ENGI,SCOPUS_ID:85125220713,2-s2.0-85125220713,A BIM-Based Method to Automate Material and Resources Assessment for the Green Building Index (GBI) Criteria,Lecture Notes in Civil Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-6932-3_46,1,Malaysia,2022
ENGI,SCOPUS_ID:85125220713,2-s2.0-85125220713,A BIM-Based Method to Automate Material and Resources Assessment for the Green Building Index (GBI) Criteria,Lecture Notes in Civil Engineering,2022-01-01T00:00:00.000Z,10.1007/978-981-16-6932-3_46,1,Thailand,2022
ENGI,SCOPUS_ID:85125641995,2-s2.0-85125641995,Release of 5-FU loaded pectin/Fe3O4 from porous PBSA matrix under magnetic and electric fields,Journal of Alloys and Compounds,2022-06-15T00:00:00.000Z,10.1016/j.jallcom.2022.164239,3,Thailand,2022
ENGI,SCOPUS_ID:85125918064,2-s2.0-85125918064,An intelligent robust cascaded control scheme for renewable energy based microgrid,Expert Systems,2022-12-01T00:00:00.000Z,10.1111/exsy.12980,1,India,2022
ENGI,SCOPUS_ID:85125918064,2-s2.0-85125918064,An intelligent robust cascaded control scheme for renewable energy based microgrid,Expert Systems,2022-12-01T00:00:00.000Z,10.1111/exsy.12980,1,Thailand,2022
ENGI,SCOPUS_ID:85126442471,2-s2.0-85126442471,"Experimental, numerical, and analytical study of concrete beams reinforced with steel stirrups and embedded with functional plates",Structures,2022-05-01T00:00:00.000Z,10.1016/j.istruc.2022.03.013,2,Thailand,2022
ENGI,SCOPUS_ID:85126442471,2-s2.0-85126442471,"Experimental, numerical, and analytical study of concrete beams reinforced with steel stirrups and embedded with functional plates",Structures,2022-05-01T00:00:00.000Z,10.1016/j.istruc.2022.03.013,2,Viet Nam,2022
ENGI,SCOPUS_ID:85126531543,2-s2.0-85126531543,The Empirical Formula for the Stiffness of a Spur Gear Pair Based on Finite Element Solutions,Engineering Journal,2022-01-31T00:00:00.000Z,10.4186/ej.2022.26.1.11,0,Thailand,2022
ENGI,SCOPUS_ID:85126556442,2-s2.0-85126556442,An Integration of Project Management Body of Knowledge and Project Management Information System to Improve On-time Deliverable of Liquefied Natural Gas Station Construction Projects,Engineering Journal,2022-01-31T00:00:00.000Z,10.4186/ej.2022.26.1.55,2,Thailand,2022
ENGI,SCOPUS_ID:85126821753,2-s2.0-85126821753,Impacts of human resource management and knowledge management on non-financial organizational performance: Evidence of Thai infrastructure construction firms,Ain Shams Engineering Journal,2022-11-01T00:00:00.000Z,10.1016/j.asej.2022.101750,4,Thailand,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Armenia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Australia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Austria,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Belarus,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Belgium,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Brazil,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Bulgaria,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,China,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Colombia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Croatia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Cyprus,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Czech Republic,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Ecuador,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Egypt,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Estonia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Finland,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,France,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Georgia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Germany,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Greece,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Hungary,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,India,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Iran,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Ireland,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Italy,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Kuwait,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Latvia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Lithuania,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Malaysia,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Mexico,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Montenegro,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,New Zealand,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Pakistan,2022
ENGI,SCOPUS_ID:85127289934,2-s2.0-85127289934,Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,European Physical Journal C,2022-02-01T00:00:00.000Z,10.1140/epjc/s10052-022-10027-3,15,Poland,2022
