Subject,Identifier,EID,Title,Creator,Publication Name,Publication Date,DOI,Cited By Count,Affiliation Name,Affiliation City,Affiliation Country,Year
BUSI,SCOPUS_ID:85209985255,2-s2.0-85209985255,Coaching approaches in healthcare,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-2,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209984695,2-s2.0-85209984695,Coaching and perspectives,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-1,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209980719,2-s2.0-85209980719,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209978499,2-s2.0-85209978499,The healthcare environment: The current state of affairs,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-3,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209976344,2-s2.0-85209976344,Coaching for change in the healthcare industry,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-16,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209970881,2-s2.0-85209970881,Burnout and mental health: A coaching approach,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-8,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209968098,2-s2.0-85209968098,"The uniqueness of the physicians understanding the mindset of physicians, their driving forces, coachability, and their challenges",El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-4,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209962135,2-s2.0-85209962135,Challenges of coaching in the healthcare industry,El-Aswad N.,Coaching for Physicians: Empowering Healthcare Professionals in the 21st Century,2024-12-27,10.4324/9781003452065-15,0,American College of Physicians,Philadelphia,United States,2024
BUSI,SCOPUS_ID:85209870937,2-s2.0-85209870937,Inclusiveness in knowledge management education: Empowering future professionals for a diverse world,Albright K.S.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-5,0,Kent State University,Kent,United States,2024
BUSI,SCOPUS_ID:85209870191,2-s2.0-85209870191,The role of artificial intelligence in inclusive knowledge management,Lin Y.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-8,0,Pennsylvania State University,University Park,United States,2024
BUSI,SCOPUS_ID:85209859490,2-s2.0-85209859490,Responsible and inclusive knowledge management made concrete,Durst S.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-1,0,Reykjavík University,Reykjavik,Iceland,2024
BUSI,SCOPUS_ID:85209846880,2-s2.0-85209846880,"Handbook of inclusive knowledge management: Ensuring inclusivity, diversity, and equity in knowledge processing activities",Dalkir K.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966,0,Université McGill,Montreal,Canada,2024
BUSI,SCOPUS_ID:85209845679,2-s2.0-85209845679,Perspectives on diversity in knowledge management research,Kitimbo I.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-7,0,Conference Board of Canada,Ottawa,Canada,2024
BUSI,SCOPUS_ID:85209837774,2-s2.0-85209837774,Addressing epistemic injustice in scholarly communication at individual and collective levels,Ford A.Y.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-6,0,State University of New York Albany,Albany,United States,2024
BUSI,SCOPUS_ID:85209837540,2-s2.0-85209837540,Integrated map of critical knowledge: A tool for knowledge governance in interorganizational networks,de Sá Freire P.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-3,0,Universidade Federal de Santa Catarina,Florianopolis,Brazil,2024
BUSI,SCOPUS_ID:85209832033,2-s2.0-85209832033,"Healthcare collaboration frameworks supporting inclusion: Including practitioners, researchers and patients in health knowledge management",Swain D.E.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-4,0,North Carolina Central University,Durham,United States,2024
BUSI,SCOPUS_ID:85209831372,2-s2.0-85209831372,Facilitation of knowledge sharing and capturing practices in organisational strategy development,Mearns M.,"Handbook of Inclusive Knowledge Management: Ensuring Inclusivity, Diversity, and Equity in Knowledge Processing Activities",2024-12-27,10.1201/9781003407966-2,0,University of Pretoria,Pretoria,South Africa,2024
BUSI,SCOPUS_ID:85209162827,2-s2.0-85209162827,From street-smart to Web-wise®: A cyber safety training program built for teachers and designed for children (book 2),Marcella A.,From Street-Smart to Web-Wise®: A Cyber Safety Training Program Built for Teachers and Designed for Children (Book 2),2024-12-27,10.1201/9781003466338,0,Webster University,St. Louis,United States,2024
BUSI,SCOPUS_ID:85210137047,2-s2.0-85210137047,"Influences of rotary axes on nonlinear error for five-axis machine tool with different configurations: Theoretical model, deduction and simulation",Liu X.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.009,0,State Key Laboratory of Fluid Power and Mechatronic Systems,Hangzhou,China,2024
BUSI,SCOPUS_ID:85210110133,2-s2.0-85210110133,"Spatial intelligence for a greener planet: AI applications in environmental pollution mapping, analysis and mitigation",Chaurasia K.,"Spatial Intelligence for a Greener Planet: AI Applications in Environmental Pollution Mapping, Analysis and Mitigation",2024-12-26,10.1201/9781032718323,0,Bennett University,Greater Noida,India,2024
BUSI,SCOPUS_ID:85209986130,2-s2.0-85209986130,An introduction to the handbook for the future of work,MacLeavy J.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-2,0,University of Bristol,Bristol,United Kingdom,2024
BUSI,SCOPUS_ID:85209985671,2-s2.0-85209985671,"Work, wealth and the future: Evolving class structures and social mobility in a changing world of work",MacLeavy J.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-18,0,University of Bristol,Bristol,United Kingdom,2024
BUSI,SCOPUS_ID:85209984880,2-s2.0-85209984880,"Global production and the future of work: Past, present, and futures of just-in-time",Andrijasevic R.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-32,0,University of Bristol,Bristol,United Kingdom,2024
BUSI,SCOPUS_ID:85209983690,2-s2.0-85209983690,The political economy of labour and technological disruptions in capitalism,Papagiannaki E.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-8,0,Edinburgh Napier University,Edinburgh,United Kingdom,2024
BUSI,SCOPUS_ID:85209982042,2-s2.0-85209982042,"Green jobs, just transition, and the future of work",Atkins E.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-40,0,University of Bristol,Bristol,United Kingdom,2024
BUSI,SCOPUS_ID:85209981056,2-s2.0-85209981056,Welfare policy: The role of social protection and active labour market programmes in the future of work,Ingold J.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-37,0,Peter Faber Business School,Banyo,Australia,2024
BUSI,SCOPUS_ID:85209979932,2-s2.0-85209979932,Conclusions and future challenges: The end of work and the end of history,Pitts F.H.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-44,0,University of Exeter,Exeter,United Kingdom,2024
BUSI,SCOPUS_ID:85209979795,2-s2.0-85209979795,Services are the future of work,Cole M.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-24,0,Oxford Social Sciences Division,Oxford,United Kingdom,2024
BUSI,SCOPUS_ID:85209979770,2-s2.0-85209979770,Industry 5.0 and the future of work in manufacturing in Australia,Snell D.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-25,0,RMIT University,Melbourne,Australia,2024
BUSI,SCOPUS_ID:85209977554,2-s2.0-85209977554,The handbook for the future of work,MacLeavy J.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561,0,University of Bristol,Bristol,United Kingdom,2024
BUSI,SCOPUS_ID:85209976450,2-s2.0-85209976450,Platform labour and gig work futures: Uncovering women's hidden digital labour,James A.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-12,0,Newcastle University,Newcastle,United Kingdom,2024
BUSI,SCOPUS_ID:85209975989,2-s2.0-85209975989,A future of racial capitalism: Reproducing coercion through new digital labour in South Africa,Kenny B.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-16,0,"University of the Witwatersrand, Johannesburg",Johannesburg,South Africa,2024
BUSI,SCOPUS_ID:85209975965,2-s2.0-85209975965,Young workers: Understanding labour market transitions and improving job quality,Yates E.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-28,0,The University of Sheffield,Sheffield,United Kingdom,2024
BUSI,SCOPUS_ID:85209975844,2-s2.0-85209975844,Resisting precarity in city-regions,Etherington D.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-34,0,University of Staffordshire,Stoke-on-Trent,United Kingdom,2024
BUSI,SCOPUS_ID:85209975402,2-s2.0-85209975402,Gender and the future of work in the affective and agile economies,Winter M.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-20,0,Tallinna Tehnikaülikool,Tallinn,Estonia,2024
BUSI,SCOPUS_ID:85209973470,2-s2.0-85209973470,Automation and the future of work,Steinhoff J.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-9,0,University College Dublin,Dublin,Ireland,2024
BUSI,SCOPUS_ID:85209971618,2-s2.0-85209971618,Queering the future of work: Queer and trans temporalities for (re)thinking work and social reproduction,Richardson L.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-21,0,Goethe-Universität Frankfurt am Main,Frankfurt am Main,Germany,2024
BUSI,SCOPUS_ID:85209967587,2-s2.0-85209967587,Care and the future of work,Schwiter K.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-22,0,Universität Zürich,Zurich,Switzerland,2024
BUSI,SCOPUS_ID:85209967570,2-s2.0-85209967570,"Industrial relations and the futures of work: Efficiency, equity and voice in the twenty-first century",Thomas H.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-36,0,University College Dublin,Dublin,Ireland,2024
BUSI,SCOPUS_ID:85209965086,2-s2.0-85209965086,What is the fourth industrial revolution? Towards a critical theory of the future of work,Charnock G.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-5,0,The University of Manchester,Manchester,United Kingdom,2024
BUSI,SCOPUS_ID:85209962656,2-s2.0-85209962656,Non-labour platforms and their effects on work in specific sectors: A major gap in recent research on work and employment,Hesmondhalgh D.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-13,0,University of Leeds,Leeds,United Kingdom,2024
BUSI,SCOPUS_ID:85209961586,2-s2.0-85209961586,Reshaping the geography of work: Remote worker migration and regional dynamics in the post-pandemic era,MacLeavy J.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-33,0,University of Bristol,Bristol,United Kingdom,2024
BUSI,SCOPUS_ID:85209961313,2-s2.0-85209961313,Considering the futures of unpaid work,Worth N.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-29,0,University of Waterloo,Waterloo,Canada,2024
BUSI,SCOPUS_ID:85209958996,2-s2.0-85209958996,Resisting determinism(s): Unpacking cognitive technology and automation,Gilbert A.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-10,0,The University of Manchester,Manchester,United Kingdom,2024
BUSI,SCOPUS_ID:85209958399,2-s2.0-85209958399,"Politics and the future of work: Routine work, automation risk and redistributive preferences in the age of populism",Pitts F.H.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-38,0,University of Exeter,Exeter,United Kingdom,2024
BUSI,SCOPUS_ID:85209958337,2-s2.0-85209958337,Navigating self-employment in the evolving landscape of work: Reflecting on the past and anticipating the future,Borghi P.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-30,0,Università degli Studi di Pavia,Pavia,Italy,2024
BUSI,SCOPUS_ID:85209957417,2-s2.0-85209957417,A means to an end? The role of technology in growth and post-growth futures of agrifood work in a european context,Manolchev C.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-26,0,University of Exeter Business School,Exeter,United Kingdom,2024
BUSI,SCOPUS_ID:85209957130,2-s2.0-85209957130,Thermal futures of work: Intertwined economic and environmental trajectories under climate change,Parsons L.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-42,0,"Royal Holloway, University of London",Egham,United Kingdom,2024
BUSI,SCOPUS_ID:85209956266,2-s2.0-85209956266,Disability and the future of work,Jones M.,The Handbook for the Future of Work,2024-12-26,10.4324/9781003327561-17,0,Cardiff University,Cardiff,United Kingdom,2024
BUSI,SCOPUS_ID:85209743669,2-s2.0-85209743669,Key techniques in parts repair and remanufacturing based on laser cladding: A review,Liu M.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.039,0,Dalian University of Technology,Dalian,China,2024
BUSI,SCOPUS_ID:85209582841,2-s2.0-85209582841,Formation of functionally graded steel by laser powder bed fusion via in-situ carbon doping,Sperry M.G.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.015,0,Oak Ridge National Laboratory,Oak Ridge,United States,2024
BUSI,SCOPUS_ID:85209566039,2-s2.0-85209566039,Effect of laser powder bed fusion gas flow rate on microstructure and mechanical properties of 316 L stainless steel,Qingpeng C.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.024,0,Wuhan University,Wuhan,China,2024
BUSI,SCOPUS_ID:85209543074,2-s2.0-85209543074,Laser surface engineering of Inconel 600 tiles to manufacture high thermal emitters,Pacella M.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.065,0,Loughborough University,Loughborough,United Kingdom,2024
BUSI,SCOPUS_ID:85209538248,2-s2.0-85209538248,Investigation on TiBw damage distribution in machining of TiBw/TA15 composites by hybrid modeling,Yang M.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.044,0,Wuhan University of Technology,Wuhan,China,2024
BUSI,SCOPUS_ID:85209536686,2-s2.0-85209536686,Particulate-reinforced AlSi10Mg matrix composites fabricated by laser powder bed fusion: A review,Yi D.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.011,0,Beijing University of Technology,Beijing,China,2024
BUSI,SCOPUS_ID:85209378534,2-s2.0-85209378534,Custom post-processor based on the PSO algorithm for 5 axis machine tool compensation,Zekalmi Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.058,0,Universidad de Zaragoza,Zaragoza,Spain,2024
BUSI,SCOPUS_ID:85209368762,2-s2.0-85209368762,Innovative insight for microstructural regulation of intermetallic compounds in Ti/Al dissimilar alloy laser welding: Micro-surface texturing via pulsed laser pretreatment,Zhao J.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.052,0,Huazhong University of Science and Technology,Wuhan,China,2024
BUSI,SCOPUS_ID:85209352256,2-s2.0-85209352256,Effect of shielding gas on keyhole stability and pores in laser-CMT hybrid welding of ultra-high strength steel,Zhang Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.042,0,Shanghai Key Laboratory of Materials Laser Processing and Modification,Shanghai,China,2024
BUSI,SCOPUS_ID:85209348720,2-s2.0-85209348720,A comparative study on machinability of ceramics with different mechanical properties in diamond wire sawing,Zeng J.y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.030,0,Guangdong University of Technology,Guangzhou,China,2024
BUSI,SCOPUS_ID:85209237373,2-s2.0-85209237373,Enhancing the superplastic deformation capabilities of the Ti-6Al-4V alloy using superimposed oscillations,Fuerth Z.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.025,0,University of Windsor,Windsor,Canada,2024
BUSI,SCOPUS_ID:85209233895,2-s2.0-85209233895,Microstructures and mechanical properties of the forging TC11 titanium alloy repaired by the laser deposition and point-mode forging process,Zhou H.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.087,0,Yanshan University,Qinhuangdao,China,2024
BUSI,SCOPUS_ID:85209233101,2-s2.0-85209233101,Surface modification by γ-electrochemical selective dissolution for improving nickel-based superalloy machinability,Shi X.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.017,0,Dalian University of Technology,Dalian,China,2024
BUSI,SCOPUS_ID:85209232163,2-s2.0-85209232163,Electrode-embedded linear actuating enhanced resistance spot welding of aluminium alloy and dual phase steel,Ding C.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.038,0,Beijing University of Technology,Beijing,China,2024
BUSI,SCOPUS_ID:85209137797,2-s2.0-85209137797,Physics-informed inhomogeneous wear identification of end mills by online monitoring data,Li G.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.020,0,Jiangsu University of Science and Technology,Zhenjiang,China,2024
BUSI,SCOPUS_ID:85209131203,2-s2.0-85209131203,Additive manufacturing of AISI M2 tool steel by binder jetting (BJ): Investigation of microstructural and mechanical properties,Choudhari A.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.008,0,Washkewicz College of Engineering,Cleveland,United States,2024
BUSI,SCOPUS_ID:85209128765,2-s2.0-85209128765,Die design parameters effect on dimensional conformity of PEM fuel cell bipolar plates in rotary forming of SS316L thin sheets,Asgari A.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.035,0,TU Delft - Department of Maritime and Transportation Technology,Delft,Netherlands,2024
BUSI,SCOPUS_ID:85209109946,2-s2.0-85209109946,Surface modification of brittle polycrystalline materials by laser-assisted rolling,You K.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.019,0,University of Electronic Science and Technology of China,Chengdu,China,2024
BUSI,SCOPUS_ID:85209084785,2-s2.0-85209084785,Enhancing controllability in ultra-precision grinding of anisotropic rounded diamond tools through an in situ feature identification approach,Zhang R.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.018,0,Harbin Institute of Technology,Harbin,China,2024
BUSI,SCOPUS_ID:85209077055,2-s2.0-85209077055,Preparation of Bouligand biomimetic ceramic composites and the effect of different fiber orientations on mechanical properties,Wu H.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.031,0,Liaocheng University,Liaocheng,China,2024
BUSI,SCOPUS_ID:85209073644,2-s2.0-85209073644,Regulation of drop-on-demand e-jet printing based on minimum pulse width and critical frequency,Li J.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.014,0,Guangxi University,Nanning,China,2024
BUSI,SCOPUS_ID:85208991948,2-s2.0-85208991948,Role of metal surface amorphization on enhancing interfacial bonding in TC4-UHMWPE hybrid structure,Zou X.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.010,0,Shanghai Key Laboratory of Materials Laser Processing and Modification,Shanghai,China,2024
BUSI,SCOPUS_ID:85208939829,2-s2.0-85208939829,Material deformation mechanism of polycrystalline tin in nanometric cutting,Xue Z.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.021,0,Tianjin University,Tianjin,China,2024
BUSI,SCOPUS_ID:85208766450,2-s2.0-85208766450,Study on microstructural evolution of near-net shape forging process of AA6082 wheel – Dynamic recrystallization and processing map analysis,Saputro I.E.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.006,0,National Central University,Taoyuan,Taiwan,2024
BUSI,SCOPUS_ID:85208763631,2-s2.0-85208763631,An on-machine tool wear area identification method based on image augmentation and advanced segmentation,Chen H.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.085,0,Hangzhou Dianzi University,Hangzhou,China,2024
BUSI,SCOPUS_ID:85208763141,2-s2.0-85208763141,A globally smooth tool path reconstruction method for the ultra-precision diamond turning of microlens arrays,Yu Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.023,0,Shanghai Jiao Tong University,Shanghai,China,2024
BUSI,SCOPUS_ID:85208762673,2-s2.0-85208762673,A parametric evaluation model of abrasive interaction for predicting tooth rough surface in spiral bevel gear grinding,Zhou W.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.012,0,Central South University,Changsha,China,2024
BUSI,SCOPUS_ID:85208758710,2-s2.0-85208758710,Molecular dynamics simulation for temperature assisted machining of a polycrystalline γ-TiAl alloy,Ren Z.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.016,0,Guilin University of Aerospace Technology,Guilin,China,2024
BUSI,SCOPUS_ID:85208758077,2-s2.0-85208758077,Feasibility analysis and parameter optimization of ultrasonic assisted electrolytic plasma polishing of small modulus gears,Chen Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.022,0,Hunan University of Science and Technology,Xiangtan,China,2024
BUSI,SCOPUS_ID:85208677999,2-s2.0-85208677999,The generation mechanism of cutting heat and the theoretical prediction model for temperature on the rake face of the cutting tool in Zirconia ceramics,Sun Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.013,0,"School of Mechanical Engineering and Automation, Northeastern University",Shenyang,China,2024
BUSI,SCOPUS_ID:85208659345,2-s2.0-85208659345,An efficient surrogate model for prediction of stress released distortion in large blade machining,Cao Z.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.066,0,Huazhong University of Science and Technology,Wuhan,China,2024
BUSI,SCOPUS_ID:85208600839,2-s2.0-85208600839,Mitigation of distortion of Al/steel part under simulated paint baking condition: Experiment and numerical model studies,Huang H.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.003,0,Shanghai Jiao Tong University,Shanghai,China,2024
BUSI,SCOPUS_ID:85208569856,2-s2.0-85208569856,Investigation of MoSe<inf>2</inf> filled MAO Coating on TC6 alloy- tribological and corrosion characterization of multiple interface structure,Liu A.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.017,0,Xi'an Technological University,Xi'an,China,2024
BUSI,SCOPUS_ID:85208557822,2-s2.0-85208557822,Machining of Invar 36 alloy: Chip-flow behaviors and formation mechanisms,Zhang P.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.070,0,Beihang University,Beijing,China,2024
BUSI,SCOPUS_ID:85208555573,2-s2.0-85208555573,Direct ink writing of 17–4PH stainless steel using green binder: Rheological sensitivity and performance assessment,Fong S.W.Z.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.077,0,Universiti Tunku Abdul Rahman,Kajang,Malaysia,2024
BUSI,SCOPUS_ID:85208548642,2-s2.0-85208548642,High-efficiency free-damage electrochemical shear-thickening polishing of single-crystal silicon carbide,Shen M.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.053,0,Zhejiang University of Technology,Hangzhou,China,2024
BUSI,SCOPUS_ID:85208524741,2-s2.0-85208524741,Organizations and technology for sustainability,Magnaghi E.,Organizations and Technology for Sustainability,2024-12-26,10.1201/9781003456445,0,KEDGE Business School,Talence,France,2024
BUSI,SCOPUS_ID:85208481390,2-s2.0-85208481390,Innovating 4D-printed microstructures via gas metal arc welding assisted wire-arc additive manufacturing,Lone N.F.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.005,0,Toronto Metropolitan University,Toronto,Canada,2024
BUSI,SCOPUS_ID:85208453394,2-s2.0-85208453394,Effect of printing parameters on the mechanical and piezoresistive response of cellular structures manufactured with a conductive polylactic acid nanocomposite through a material extrusion process,Rubio-González C.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.074,0,"Tecnológico de Monterrey, Querétaro",Queretaro,Mexico,2024
BUSI,SCOPUS_ID:85208354031,2-s2.0-85208354031,A novel cast &amp; wrought FGH4096 superalloy with refined microstructures prepared by electron beam drip melting technology and its homogenization behavior,Chang K.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.002,0,Dalian University of Technology,Dalian,China,2024
BUSI,SCOPUS_ID:85208343592,2-s2.0-85208343592,Microstructural evolution of polycrystalline α-Fe/Fe<inf>3</inf>C ultra-precision grinded under water lubrication,Zhou C.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.007,0,Hunan University,Changsha,China,2024
BUSI,SCOPUS_ID:85208288686,2-s2.0-85208288686,Numerical simulation of surface structures in single and multi-track laser polishing of Ni[sbnd]P alloy,Zhang H.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.086,0,State Key Laboratory for Manufacturing Systems Engineering,Xi'an,China,2024
BUSI,SCOPUS_ID:85208282245,2-s2.0-85208282245,Inverse kinematics model and trajectory generation of a dual-stage micro milling machine,Hu Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.057,0,Beihang University,Beijing,China,2024
BUSI,SCOPUS_ID:85208227129,2-s2.0-85208227129,A novel strategy for reducing sheet springback by coupled with high strain rate and shear deformation via impact hydroforming,Liangliang X.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.076,0,Ludong University,Yantai,China,2024
BUSI,SCOPUS_ID:85208184837,2-s2.0-85208184837,Developing the optimized control scheme for digital light processing 3D printing by combining numerical simulation and machine learning-guided temperature prediction,Zhao L.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.049,0,Beijing University of Technology,Beijing,China,2024
BUSI,SCOPUS_ID:85208146907,2-s2.0-85208146907,Atomic-scale insights into the material removal mechanism of cerium oxide polished fused silica based on ReaxFF-MD,Li F.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.068,0,University of Chinese Academy of Sciences,Beijing,China,2024
BUSI,SCOPUS_ID:85208108739,2-s2.0-85208108739,Microstructure analysis and interfacial wave formation mechanism research of Mg/Al dissimilar metal laser impact welding in a vacuum environment,Zhou Y.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.11.001,0,Jiangsu University,Zhenjiang,China,2024
BUSI,SCOPUS_ID:85208015830,2-s2.0-85208015830,Surface evolution mechanism for atomic-scale smoothing of Si via atmospheric pressure plasma etching,Wu B.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.080,0,Southern University of Science and Technology,Shenzhen,China,2024
BUSI,SCOPUS_ID:85207963954,2-s2.0-85207963954,A review on the grinding of SiC-based ceramic matrix composites reinforced by continuous fibre: Damage mechanisms and evaluations,Xu Q.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.067,1,Dalian University of Technology,Dalian,China,2024
BUSI,SCOPUS_ID:85207947104,2-s2.0-85207947104,Exploring multi-deformation mechanism and control of arc thin-walled structures during supercritical CO<inf>2</inf> assisted micro milling,Yi J.,Journal of Manufacturing Processes,2024-12-26,10.1016/j.jmapro.2024.10.061,0,Shandong Jianzhu University,Jinan,China,2024
